Product Name,Discount Price,Actual Price,Color,SKU,Image URLs,US Size,CA Size,UK Size,AU Size,EU Size,BR Size,FR Size,RU Size,Style,Pattern Type,Material,Neckline,Sleeve Style,Length,Occasion,Package Include,Type,Decoration,Fit Type,Fabric Elasticity,Sheer,Care Instructions,Sleeve Type
V Neck Sleeveless Tank Top Basic Solid Knitted Vest Tops,,$12.13,,SKU: LZR16060-bwdf2-pi,"""https://image.geeko.ltd/small/71cf945e-c9f3-45a6-9ff2-2e6c1140317f-02611-pc"", ""https://image.geeko.ltd/small/71cf945e-c9f3-45a6-9ff2-2e6c1140317f-02611-pc"", ""https://image.geeko.ltd/small/71cf945e-c9f3-45a6-9ff2-2e6c1140317f-02611-pc-sec"", ""https://image.geeko.ltd/small/71cf945e-c9f3-45a6-9ff2-2e6c1140317f-02611-pc-0"", ""https://image.geeko.ltd/small/71cf945e-c9f3-45a6-9ff2-2e6c1140317f-02611-pc-1"", ""https://image.geeko.ltd/small/71cf945e-c9f3-45a6-9ff2-2e6c1140317f-02611-pc-2"", ""https://image.geeko.ltd/small/71cf945e-c9f3-45a6-9ff2-2e6c1140317f-02611-pc-3""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Basics,Casual", Plain, 100%Polyester, V-Neck, Sleeveless, Regular," Daily,Vacation", 1*Top, Tank, Beaded, Regular, Slight Stretch, No, Hand wash or dry clean,
Floral Letter Print Ladder Cutout Tank Top,$6.99,$9.32,,SKU: LHDY0001-bwdf-bk,"""https://image.geeko.ltd/small/3a30dcd2-bdcb-4b54-8bb5-4fb52f7a326f-02128-pc"", ""https://image.geeko.ltd/small/3a30dcd2-bdcb-4b54-8bb5-4fb52f7a326f-02128-pc"", ""https://image.geeko.ltd/small/3a30dcd2-bdcb-4b54-8bb5-4fb52f7a326f-02128-pc-sec"", ""https://image.geeko.ltd/small/3a30dcd2-bdcb-4b54-8bb5-4fb52f7a326f-02128-pc-0"", ""https://image.geeko.ltd/small/3a30dcd2-bdcb-4b54-8bb5-4fb52f7a326f-02128-pc-1"", ""https://image.geeko.ltd/small/3a30dcd2-bdcb-4b54-8bb5-4fb52f7a326f-02128-pc-2"", ""https://image.geeko.ltd/small/3a30dcd2-bdcb-4b54-8bb5-4fb52f7a326f-02128-pc-3""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Chic," Floral,Graphic,Letter", 100%Polyester, Round Neck, Sleeveless, Regular, Daily, 1*Top, Tank," Cutout,Tassel", Regular, Slight Stretch, No, Machine wash or professional dry clean,
Tie Dye Print Sun Rhinestone Tank Top,$5.85,$7.8,,SKU: LHDY0003-bwdf-ldb,"""https://image.geeko.ltd/small/f6d171e5-563b-417c-baff-0353de16c01b-09207-pc"", ""https://image.geeko.ltd/small/f6d171e5-563b-417c-baff-0353de16c01b-09207-pc"", ""https://image.geeko.ltd/small/f6d171e5-563b-417c-baff-0353de16c01b-09207-pc-sec"", ""https://image.geeko.ltd/small/f6d171e5-563b-417c-baff-0353de16c01b-09207-pc-0"", ""https://image.geeko.ltd/small/f6d171e5-563b-417c-baff-0353de16c01b-09207-pc-1"", ""https://image.geeko.ltd/small/f6d171e5-563b-417c-baff-0353de16c01b-09207-pc-2"", ""https://image.geeko.ltd/small/f6d171e5-563b-417c-baff-0353de16c01b-09207-pc-3"", ""https://image.geeko.ltd/small/f6d171e5-563b-417c-baff-0353de16c01b-09207-pc-4"", ""https://image.geeko.ltd/small/f6d171e5-563b-417c-baff-0353de16c01b-09207-pc-5""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Chic," Graphic,Tie Dye", 100%Polyester, Round Neck, Sleeveless, Regular, Daily, 1*Top, Tank, Rhinestone, Regular, Slight Stretch, No," Hand wash, do not dry clean",
Floral Jacquard Thick Strap Tank Top,$10.72,$14.29,Pink,SKU: CRT8070-bwdf2-pi,"""https://image.geeko.ltd/small/6550c435-de18-400d-892c-c2e83428aa26-10018-pc"", ""https://image.geeko.ltd/small/6550c435-de18-400d-892c-c2e83428aa26-10018-pc-sec"", ""https://image.geeko.ltd/small/6550c435-de18-400d-892c-c2e83428aa26-10018-pc-0"", ""https://image.geeko.ltd/small/6550c435-de18-400d-892c-c2e83428aa26-10018-pc-1"", ""https://image.geeko.ltd/small/6550c435-de18-400d-892c-c2e83428aa26-10018-pc-2"", ""https://image.geeko.ltd/small/6550c435-de18-400d-892c-c2e83428aa26-10018-pc-3""","L(8-10), M(6), S(4)","L, M, S","L(12-14), M(10), S(8)","L(12-14), M(10), S(8)","L(40-42), M(38), S(36)","G(L), M(M), P(S)","L(40-42), M(38), S(36)","L, M, S"," Casual,Chic", Floral," 47%Nylon,47%Rayon,6%Elastane", Square Neck, Thick Strap, Regular," Daily,Vacation", 1*Top, Tank, Others, Skinny, Slight Stretch, No, Machine wash or professional dry clean,
Floral Jacquard Thick Strap Tank Top,$10.72,$14.29,White,SKU: CRT8070-bwdf2-w,"""https://image.geeko.ltd/small/e2249f4e-5434-4a24-a200-86eae8f5169c-88441-pc"", ""https://image.geeko.ltd/small/e2249f4e-5434-4a24-a200-86eae8f5169c-88441-pc-sec"", ""https://image.geeko.ltd/small/e2249f4e-5434-4a24-a200-86eae8f5169c-88441-pc-0"", ""https://image.geeko.ltd/small/e2249f4e-5434-4a24-a200-86eae8f5169c-88441-pc-1"", ""https://image.geeko.ltd/small/e2249f4e-5434-4a24-a200-86eae8f5169c-88441-pc-2"", ""https://image.geeko.ltd/small/e2249f4e-5434-4a24-a200-86eae8f5169c-88441-pc-3"", ""https://image.geeko.ltd/small/e2249f4e-5434-4a24-a200-86eae8f5169c-88441-pc-4"", ""https://image.geeko.ltd/small/e2249f4e-5434-4a24-a200-86eae8f5169c-88441-pc-5""","L(8-10), M(6), S(4)","L, M, S","L(12-14), M(10), S(8)","L(12-14), M(10), S(8)","L(40-42), M(38), S(36)","G(L), M(M), P(S)","L(40-42), M(38), S(36)","L, M, S"," Casual,Chic", Floral," 47%Nylon,47%Rayon,6%Elastane", Square Neck, Thick Strap, Regular," Daily,Vacation", 1*Top, Tank, Others, Skinny, Slight Stretch, No, Machine wash or professional dry clean,
Floral Jacquard Thick Strap Tank Top,$10.72,$14.29,Khaki,SKU: CRT8070-bwdf2-kh,"""https://image.geeko.ltd/small/96af5423-34e0-4ab9-a6fe-d13957e574c9-62669-pc"", ""https://image.geeko.ltd/small/96af5423-34e0-4ab9-a6fe-d13957e574c9-62669-pc-sec"", ""https://image.geeko.ltd/small/96af5423-34e0-4ab9-a6fe-d13957e574c9-62669-pc-0"", ""https://image.geeko.ltd/small/96af5423-34e0-4ab9-a6fe-d13957e574c9-62669-pc-1"", ""https://image.geeko.ltd/small/96af5423-34e0-4ab9-a6fe-d13957e574c9-62669-pc-2"", ""https://image.geeko.ltd/small/96af5423-34e0-4ab9-a6fe-d13957e574c9-62669-pc-3""","L(8-10), M(6), S(4)","L, M, S","L(12-14), M(10), S(8)","L(12-14), M(10), S(8)","L(40-42), M(38), S(36)","G(L), M(M), P(S)","L(40-42), M(38), S(36)","L, M, S"," Casual,Chic", Floral," 47%Nylon,47%Rayon,6%Elastane", Square Neck, Thick Strap, Regular," Daily,Vacation", 1*Top, Tank, Others, Skinny, Slight Stretch, No, Machine wash or professional dry clean,
Floral Jacquard Thick Strap Tank Top,$10.72,$14.29,Purple,SKU: CRT8070-bwdf2-pu,"""https://image.geeko.ltd/small/c60b85cb-43ff-4ed5-9de9-9dff1203ce32-07626-pc"", ""https://image.geeko.ltd/small/c60b85cb-43ff-4ed5-9de9-9dff1203ce32-07626-pc-sec"", ""https://image.geeko.ltd/small/c60b85cb-43ff-4ed5-9de9-9dff1203ce32-07626-pc-0"", ""https://image.geeko.ltd/small/c60b85cb-43ff-4ed5-9de9-9dff1203ce32-07626-pc-1"", ""https://image.geeko.ltd/small/c60b85cb-43ff-4ed5-9de9-9dff1203ce32-07626-pc-2"", ""https://image.geeko.ltd/small/c60b85cb-43ff-4ed5-9de9-9dff1203ce32-07626-pc-3"", ""https://image.geeko.ltd/small/c60b85cb-43ff-4ed5-9de9-9dff1203ce32-07626-pc-4""","L(8-10), M(6), S(4)","L, M, S","L(12-14), M(10), S(8)","L(12-14), M(10), S(8)","L(40-42), M(38), S(36)","G(L), M(M), P(S)","L(40-42), M(38), S(36)","L, M, S"," Casual,Chic", Floral," 47%Nylon,47%Rayon,6%Elastane", Square Neck, Thick Strap, Regular," Daily,Vacation", 1*Top, Tank, Others, Skinny, Slight Stretch, No, Machine wash or professional dry clean,
Floral Jacquard Thick Strap Tank Top,$10.72,$14.29,Blue,SKU: CRT8070-bwdf2-bl,"""https://image.geeko.ltd/small/e351ca74-d22d-4bf2-af0b-955e08e8e995-40581-pc"", ""https://image.geeko.ltd/small/e351ca74-d22d-4bf2-af0b-955e08e8e995-40581-pc-sec"", ""https://image.geeko.ltd/small/e351ca74-d22d-4bf2-af0b-955e08e8e995-40581-pc-0"", ""https://image.geeko.ltd/small/e351ca74-d22d-4bf2-af0b-955e08e8e995-40581-pc-1"", ""https://image.geeko.ltd/small/e351ca74-d22d-4bf2-af0b-955e08e8e995-40581-pc-2"", ""https://image.geeko.ltd/small/e351ca74-d22d-4bf2-af0b-955e08e8e995-40581-pc-3""","L(8-10), M(6), S(4)","L, M, S","L(12-14), M(10), S(8)","L(12-14), M(10), S(8)","L(40-42), M(38), S(36)","G(L), M(M), P(S)","L(40-42), M(38), S(36)","L, M, S"," Casual,Chic", Floral," 47%Nylon,47%Rayon,6%Elastane", Square Neck, Thick Strap, Regular," Daily,Vacation", 1*Top, Tank, Others, Skinny, Slight Stretch, No, Machine wash or professional dry clean,
Floral Jacquard Thick Strap Tank Top,$10.72,$14.29,Black,SKU: CRT8070-bwdf2-bk,"""https://image.geeko.ltd/small/c9b7c137-0007-4a62-8c23-0e02baaf7a57-07317-pc"", ""https://image.geeko.ltd/small/c9b7c137-0007-4a62-8c23-0e02baaf7a57-07317-pc-sec"", ""https://image.geeko.ltd/small/c9b7c137-0007-4a62-8c23-0e02baaf7a57-07317-pc-0"", ""https://image.geeko.ltd/small/c9b7c137-0007-4a62-8c23-0e02baaf7a57-07317-pc-1""","L(8-10), M(6), S(4)","L, M, S","L(12-14), M(10), S(8)","L(12-14), M(10), S(8)","L(40-42), M(38), S(36)","G(L), M(M), P(S)","L(40-42), M(38), S(36)","L, M, S"," Casual,Chic", Floral," 47%Nylon,47%Rayon,6%Elastane", Square Neck, Thick Strap, Regular," Daily,Vacation", 1*Top, Tank, Others, Skinny, Slight Stretch, No, Machine wash or professional dry clean,
Floral Jacquard Thick Strap Tank Top,$10.72,$14.29,Green,SKU: CRT8070-bwdf2-gr,"""https://image.geeko.ltd/small/09496b7d-2dd9-4f84-a9f6-f0fdf736e123-13516-pc"", ""https://image.geeko.ltd/small/09496b7d-2dd9-4f84-a9f6-f0fdf736e123-13516-pc-sec"", ""https://image.geeko.ltd/small/09496b7d-2dd9-4f84-a9f6-f0fdf736e123-13516-pc-0"", ""https://image.geeko.ltd/small/09496b7d-2dd9-4f84-a9f6-f0fdf736e123-13516-pc-1"", ""https://image.geeko.ltd/small/09496b7d-2dd9-4f84-a9f6-f0fdf736e123-13516-pc-2"", ""https://image.geeko.ltd/small/09496b7d-2dd9-4f84-a9f6-f0fdf736e123-13516-pc-3"", ""https://image.geeko.ltd/small/09496b7d-2dd9-4f84-a9f6-f0fdf736e123-13516-pc-4""","L(8-10), M(6), S(4)","L, M, S","L(12-14), M(10), S(8)","L(12-14), M(10), S(8)","L(40-42), M(38), S(36)","G(L), M(M), P(S)","L(40-42), M(38), S(36)","L, M, S"," Casual,Chic", Floral," 47%Nylon,47%Rayon,6%Elastane", Square Neck, Thick Strap, Regular," Daily,Vacation", 1*Top, Tank, Others, Skinny, Slight Stretch, No, Machine wash or professional dry clean,
Frill Hem Shirred Off Shoulder Top,$12.02,$16.03,,SKU: LZD61923-bwdf-pi,"""https://image.geeko.ltd/small/71aa8d81-963f-4a6c-afcb-59b5db7617be-25316-pc"", ""https://image.geeko.ltd/small/71aa8d81-963f-4a6c-afcb-59b5db7617be-25316-pc"", ""https://image.geeko.ltd/small/71aa8d81-963f-4a6c-afcb-59b5db7617be-25316-pc-sec"", ""https://image.geeko.ltd/small/71aa8d81-963f-4a6c-afcb-59b5db7617be-25316-pc-0"", ""https://image.geeko.ltd/small/71aa8d81-963f-4a6c-afcb-59b5db7617be-25316-pc-1"", ""https://image.geeko.ltd/small/71aa8d81-963f-4a6c-afcb-59b5db7617be-25316-pc-2"", ""https://image.geeko.ltd/small/71aa8d81-963f-4a6c-afcb-59b5db7617be-25316-pc-3"", ""https://image.geeko.ltd/small/71aa8d81-963f-4a6c-afcb-59b5db7617be-25316-pc-4"", ""https://image.geeko.ltd/small/71aa8d81-963f-4a6c-afcb-59b5db7617be-25316-pc-5"", ""https://image.geeko.ltd/small/71aa8d81-963f-4a6c-afcb-59b5db7617be-25316-pc-6"", ""https://image.geeko.ltd/small/71aa8d81-963f-4a6c-afcb-59b5db7617be-25316-pc-7"", ""https://image.geeko.ltd/small/71aa8d81-963f-4a6c-afcb-59b5db7617be-25316-pc-8"", ""https://image.geeko.ltd/small/71aa8d81-963f-4a6c-afcb-59b5db7617be-25316-pc-9""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Plain, 100%Polyester, Off the Shoulder, Long Sleeve, Regular," Daily,Vacation", 1* Blouse, Blouses," Frill Hem,Shirred", Skinny, Slight Stretch, No, Machine wash or professional dry clean,
Colorblock Buttoned V-Neck Vest Top,$7.34,$9.79,,SKU: LZR17916A-bwdf2-bk,"""https://image.geeko.ltd/small/c7568f1d-a2f0-415b-8856-8438ee39cb47-34739-pc"", ""https://image.geeko.ltd/small/c7568f1d-a2f0-415b-8856-8438ee39cb47-34739-pc-sec"", ""https://image.geeko.ltd/small/c7568f1d-a2f0-415b-8856-8438ee39cb47-34739-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Colorblock," 98%Polyester,2%Elastane", V-Neck, Sleeveless, Regular, Daily, 1*Top, Vest, Button, Regular, Slight Stretch, No, Machine wash or professional dry clean,
Contrast Sequin Tassel Design Fuzzy Patchwork Shacket,$18.33,$24.44,,SKU: WMHL1018C-bwdf-pi,"""https://image.geeko.ltd/small/6a8a8ec5-f305-4be1-a72e-38a5a0420378-01688-pc"", ""https://image.geeko.ltd/small/6a8a8ec5-f305-4be1-a72e-38a5a0420378-01688-pc"", ""https://image.geeko.ltd/small/6a8a8ec5-f305-4be1-a72e-38a5a0420378-01688-pc-sec"", ""https://image.geeko.ltd/small/6a8a8ec5-f305-4be1-a72e-38a5a0420378-01688-pc-0"", ""https://image.geeko.ltd/small/6a8a8ec5-f305-4be1-a72e-38a5a0420378-01688-pc-1"", ""https://image.geeko.ltd/small/6a8a8ec5-f305-4be1-a72e-38a5a0420378-01688-pc-2"", ""https://image.geeko.ltd/small/6a8a8ec5-f305-4be1-a72e-38a5a0420378-01688-pc-3"", ""https://image.geeko.ltd/small/6a8a8ec5-f305-4be1-a72e-38a5a0420378-01688-pc-4"", ""https://image.geeko.ltd/small/6a8a8ec5-f305-4be1-a72e-38a5a0420378-01688-pc-5"", ""https://image.geeko.ltd/small/6a8a8ec5-f305-4be1-a72e-38a5a0420378-01688-pc-6"", ""https://image.geeko.ltd/small/6a8a8ec5-f305-4be1-a72e-38a5a0420378-01688-pc-7"", ""https://image.geeko.ltd/small/6a8a8ec5-f305-4be1-a72e-38a5a0420378-01688-pc-8""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Colorblock, 100%Cotton, Turn-down Collar, Long Sleeve, Long, Daily, 1*Shacket, Shacket," Contrast Sequin,Raw Hem,Tassel", Regular, Slight Stretch, No," Machine wash, do not dry clean",
Mesh Patch Floral Sequin Cold SXhoulder Top,$8.55,$11.4,,SKU: HBL2350T-bwdf2-bk,"""https://image.geeko.ltd/small/0e921652-19ae-4747-b6c3-1d11bee17f54-07981-pc"", ""https://image.geeko.ltd/small/0e921652-19ae-4747-b6c3-1d11bee17f54-07981-pc"", ""https://image.geeko.ltd/small/0e921652-19ae-4747-b6c3-1d11bee17f54-07981-pc-sec"", ""https://image.geeko.ltd/small/0e921652-19ae-4747-b6c3-1d11bee17f54-07981-pc-0"", ""https://image.geeko.ltd/small/0e921652-19ae-4747-b6c3-1d11bee17f54-07981-pc-1"", ""https://image.geeko.ltd/small/0e921652-19ae-4747-b6c3-1d11bee17f54-07981-pc-2"", ""https://image.geeko.ltd/small/0e921652-19ae-4747-b6c3-1d11bee17f54-07981-pc-3""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Floral," 95%Polyester,5%Elastane", Cold Shoulder, Long Sleeve, Regular, Daily, 1*Top, Tee," Contrast Sequin,Sheer Mesh", Regular, Medium Stretch, Semi-Sheer," Hand wash, do not dry clean",
Floral Pattern Shirred Sheer Mesh Patch Top,$15.67,$20.9,,SKU: LZR17894-bwdf-bk,"""https://image.geeko.ltd/small/9085bef8-5b3e-4c75-b08f-648f25b0aa21-62632-pc"", ""https://image.geeko.ltd/small/9085bef8-5b3e-4c75-b08f-648f25b0aa21-62632-pc"", ""https://image.geeko.ltd/small/9085bef8-5b3e-4c75-b08f-648f25b0aa21-62632-pc-sec"", ""https://image.geeko.ltd/small/9085bef8-5b3e-4c75-b08f-648f25b0aa21-62632-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Floral," 97%Polyester,3%Elastane", Off the Shoulder, Long Sleeve, Regular, Daily, 1*Blouse, Blouses," Sheer Mesh,Shirred", Regular, Slight Stretch, Semi-Sheer," Hand wash, do not dry clean", Gigot Sleeve
Eyelet Embroidery Hollow Out Tank Top,$5.52,$7.36,,SKU: ODL1561M-bwdf2-gr,"""https://image.geeko.ltd/small/f7d95147-3bfd-41ee-836b-b82a91f90a43-39952-pc"", ""https://image.geeko.ltd/small/f7d95147-3bfd-41ee-836b-b82a91f90a43-39952-pc-sec"", ""https://image.geeko.ltd/small/f7d95147-3bfd-41ee-836b-b82a91f90a43-39952-pc-0"", ""https://image.geeko.ltd/small/f7d95147-3bfd-41ee-836b-b82a91f90a43-39952-pc-1""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Plain," 95%Polyester,5%Elastane", V-Neck, Sleeveless, Regular, Daily, 1*Top, Tank," Eyelet Embroidery,Hollow-out", Regular, Medium Stretch, No, Machine wash or professional dry clean,
Tribal Print Flowy Cami Top,$7.58,$10.11,,SKU: ODS2341A14-bwdf2-mu,"""https://image.geeko.ltd/small/417aed97-6dd7-447e-bdb6-566697c0bdd5-33345-pc"", ""https://image.geeko.ltd/small/417aed97-6dd7-447e-bdb6-566697c0bdd5-33345-pc-sec"", ""https://image.geeko.ltd/small/417aed97-6dd7-447e-bdb6-566697c0bdd5-33345-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Basics,Casual", Tribal, Polyester, Scoop Neck, Spaghetti Strap, Regular," Daily,Vacation", 1*Top, Cami, Ruched, Regular, Slight Stretch, No, Machine wash or professional dry clean,
Slit Hollow Out Round Neck Fake Two Piece Tank Top,$9.98,$13.31,White,SKU: CSWG0001-bwbc-w,"""https://image.geeko.ltd/small/8812bd62-5888-4b72-9727-8dd1461445d2-26759-pc"", ""https://image.geeko.ltd/small/8812bd62-5888-4b72-9727-8dd1461445d2-26759-pc"", ""https://image.geeko.ltd/small/8812bd62-5888-4b72-9727-8dd1461445d2-26759-pc-sec"", ""https://image.geeko.ltd/small/8812bd62-5888-4b72-9727-8dd1461445d2-26759-pc-0"", ""https://image.geeko.ltd/small/8812bd62-5888-4b72-9727-8dd1461445d2-26759-pc-1"", ""https://image.geeko.ltd/small/8812bd62-5888-4b72-9727-8dd1461445d2-26759-pc-2"", ""https://image.geeko.ltd/small/8812bd62-5888-4b72-9727-8dd1461445d2-26759-pc-3"", ""https://image.geeko.ltd/small/8812bd62-5888-4b72-9727-8dd1461445d2-26759-pc-4"", ""https://image.geeko.ltd/small/8812bd62-5888-4b72-9727-8dd1461445d2-26759-pc-5"", ""https://image.geeko.ltd/small/8812bd62-5888-4b72-9727-8dd1461445d2-26759-pc-6""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Plain," 65%Rayon,35%Polyester", Round Neck, Sleeveless, Regular," Daily,Vacation", 1*Top, Tank," Hollow-out,Slit", Regular, Slight Stretch, No, Machine wash or professional dry clean,
Slit Hollow Out Round Neck Fake Two Piece Tank Top,$9.98,$13.31,Pink,SKU: CSWG0001-bwbc-pi,"""https://image.geeko.ltd/small/5babb52a-9f32-485f-916e-f4f57ba732ca-13735-pc"", ""https://image.geeko.ltd/small/5babb52a-9f32-485f-916e-f4f57ba732ca-13735-pc"", ""https://image.geeko.ltd/small/5babb52a-9f32-485f-916e-f4f57ba732ca-13735-pc-sec"", ""https://image.geeko.ltd/small/5babb52a-9f32-485f-916e-f4f57ba732ca-13735-pc-0"", ""https://image.geeko.ltd/small/5babb52a-9f32-485f-916e-f4f57ba732ca-13735-pc-1"", ""https://image.geeko.ltd/small/5babb52a-9f32-485f-916e-f4f57ba732ca-13735-pc-2"", ""https://image.geeko.ltd/small/5babb52a-9f32-485f-916e-f4f57ba732ca-13735-pc-3""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Plain," 65%Rayon,35%Polyester", Round Neck, Sleeveless, Regular," Daily,Vacation", 1*Top, Tank," Hollow-out,Slit", Regular, Slight Stretch, No, Machine wash or professional dry clean,
Slit Hollow Out Round Neck Fake Two Piece Tank Top,$9.98,$13.31,Blue,SKU: CSWG0001-bwbc-bl,"""https://image.geeko.ltd/small/6b07940e-6ca0-423d-9915-d8d0d1fb5496-72531-pc"", ""https://image.geeko.ltd/small/6b07940e-6ca0-423d-9915-d8d0d1fb5496-72531-pc"", ""https://image.geeko.ltd/small/6b07940e-6ca0-423d-9915-d8d0d1fb5496-72531-pc-sec"", ""https://image.geeko.ltd/small/6b07940e-6ca0-423d-9915-d8d0d1fb5496-72531-pc-0"", ""https://image.geeko.ltd/small/6b07940e-6ca0-423d-9915-d8d0d1fb5496-72531-pc-1"", ""https://image.geeko.ltd/small/6b07940e-6ca0-423d-9915-d8d0d1fb5496-72531-pc-2"", ""https://image.geeko.ltd/small/6b07940e-6ca0-423d-9915-d8d0d1fb5496-72531-pc-3"", ""https://image.geeko.ltd/small/6b07940e-6ca0-423d-9915-d8d0d1fb5496-72531-pc-4"", ""https://image.geeko.ltd/small/6b07940e-6ca0-423d-9915-d8d0d1fb5496-72531-pc-5"", ""https://image.geeko.ltd/small/6b07940e-6ca0-423d-9915-d8d0d1fb5496-72531-pc-6"", ""https://image.geeko.ltd/small/6b07940e-6ca0-423d-9915-d8d0d1fb5496-72531-pc-7"", ""https://image.geeko.ltd/small/6b07940e-6ca0-423d-9915-d8d0d1fb5496-72531-pc-8""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Plain," 65%Rayon,35%Polyester", Round Neck, Sleeveless, Regular," Daily,Vacation", 1*Top, Tank," Hollow-out,Slit", Regular, Slight Stretch, No, Machine wash or professional dry clean,
