Product Name,Discount Price,Actual Price,Color,SKU,Image URLs,US Size,CA Size,UK Size,AU Size,EU Size,BR Size,FR Size,RU Size,Style,Pattern Type,Material,Neckline,Sleeve Style,Length,Occasion,Package Include,Type,Decoration,Fit Type,Fabric Elasticity,Sheer,Care Instructions,Sleeve Type
Abstract Floral Embroidery Ruffle Hem Top,$15.72,$20.96,,SKU: ODL1987-bwdf-kh,"""https://image.geeko.ltd/small/b912a66b-b10d-42e9-949d-f2b7715e6b88-69603-pc"", ""https://image.geeko.ltd/small/b912a66b-b10d-42e9-949d-f2b7715e6b88-69603-pc"", ""https://image.geeko.ltd/small/b912a66b-b10d-42e9-949d-f2b7715e6b88-69603-pc-sec"", ""https://image.geeko.ltd/small/b912a66b-b10d-42e9-949d-f2b7715e6b88-69603-pc-0"", ""https://image.geeko.ltd/small/b912a66b-b10d-42e9-949d-f2b7715e6b88-69603-pc-1"", ""https://image.geeko.ltd/small/b912a66b-b10d-42e9-949d-f2b7715e6b88-69603-pc-2"", ""https://image.geeko.ltd/small/b912a66b-b10d-42e9-949d-f2b7715e6b88-69603-pc-3"", ""https://image.geeko.ltd/small/b912a66b-b10d-42e9-949d-f2b7715e6b88-69603-pc-4""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic," Abstract,Floral", 100%Polyester, Plunge, Short Sleeve, Regular," Daily,Vacation", 1*Top, Tee," Button,Embroidery,Ruched,Ruffles", Regular, Slight Stretch, No," Hand wash, do not dry clean",
Lip Letter Figure Print Backless Casual Top,$5.99,$7.99,,SKU: LZR7173E-bwdf2-w,"""https://image.geeko.ltd/small/8268e98b-2277-4bbf-9479-81e81ee8fb25-00461-pc"", ""https://image.geeko.ltd/small/8268e98b-2277-4bbf-9479-81e81ee8fb25-00461-pc"", ""https://image.geeko.ltd/small/8268e98b-2277-4bbf-9479-81e81ee8fb25-00461-pc-sec"", ""https://image.geeko.ltd/small/8268e98b-2277-4bbf-9479-81e81ee8fb25-00461-pc-0"", ""https://image.geeko.ltd/small/8268e98b-2277-4bbf-9479-81e81ee8fb25-00461-pc-1"", ""https://image.geeko.ltd/small/8268e98b-2277-4bbf-9479-81e81ee8fb25-00461-pc-2"", ""https://image.geeko.ltd/small/8268e98b-2277-4bbf-9479-81e81ee8fb25-00461-pc-3"", ""https://image.geeko.ltd/small/8268e98b-2277-4bbf-9479-81e81ee8fb25-00461-pc-4""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL"," Casual,Chic"," Figure,Letter,Lip"," 95%Polyester,5%Elastane", U-Neck, Thick Strap, Regular, Daily, 1*Tank, Tank," Backless,Bowknot", Skinny, Medium Stretch, No, Machine wash or professional dry clean,
Plunge Lantern Sleeve Lace Patch Tied Detail Top,$11.02,$14.69,White,SKU: LZR14374O-bwdf2-w,"""https://image.geeko.ltd/small/cc1fd199-cde1-432c-aa5f-3ff65dd45403-45291-pc"", ""https://image.geeko.ltd/small/cc1fd199-cde1-432c-aa5f-3ff65dd45403-45291-pc"", ""https://image.geeko.ltd/small/cc1fd199-cde1-432c-aa5f-3ff65dd45403-45291-pc-sec"", ""https://image.geeko.ltd/small/cc1fd199-cde1-432c-aa5f-3ff65dd45403-45291-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Sexy, Plain," 55%Viscose,45%Polyester", Plunge, Long Sleeve, Regular, Daily, 1* Blouse, Blouses," Contrast Lace,Frill Hem,Tied Detail", Regular, Slight Stretch, No," Hand wash, do not dry clean", Lantern Sleeve
Plunge Lantern Sleeve Lace Patch Tied Detail Top,$11.02,$14.69,Sky Blue,SKU: LZR14374O-bwdf2-sb,"""https://image.geeko.ltd/small/290d2cbc-4570-4446-ab70-5e8346569370-48178-pc"", ""https://image.geeko.ltd/small/290d2cbc-4570-4446-ab70-5e8346569370-48178-pc"", ""https://image.geeko.ltd/small/290d2cbc-4570-4446-ab70-5e8346569370-48178-pc-sec"", ""https://image.geeko.ltd/small/290d2cbc-4570-4446-ab70-5e8346569370-48178-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Sexy, Plain," 55%Viscose,45%Polyester", Plunge, Long Sleeve, Regular, Daily, 1* Blouse, Blouses," Contrast Lace,Frill Hem,Tied Detail", Regular, Slight Stretch, No," Hand wash, do not dry clean", Lantern Sleeve
V-Neck Double Breasted Blazer Dress,$14.24,$18.99,White,SKU: LZ3524-bwls1-w,"""https://image.geeko.ltd/small/f8c1986e-211c-4ea7-b723-f6a94df118e0-26218-pc"", ""https://image.geeko.ltd/small/f8c1986e-211c-4ea7-b723-f6a94df118e0-26218-pc-sec""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Fashion, Solid, Polyester, V-Neck, Long Sleeve, Mini, Workwear, 1* Dress,,,,,,,
V-Neck Double Breasted Blazer Dress,$14.24,$18.99,Black,SKU: LZ3524-bwls1-bk,"""https://image.geeko.ltd/small/8349e985-46ab-4de4-b250-22e8a19455d3-42254-pc"", ""https://image.geeko.ltd/small/8349e985-46ab-4de4-b250-22e8a19455d3-42254-pc-sec""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Fashion, Solid, Polyester, V-Neck, Long Sleeve, Mini, Workwear, 1* Dress,,,,,,,
ChicMe Built-in Bra Ribbed Round Neck Tank Top,$9.87,$13.16,White,SKU: T1MJ0433B-bwbc2-w,"""https://image.geeko.ltd/small/97ecdfc6-192a-4115-b974-ce0422a313fc-10511-pc"", ""https://image.geeko.ltd/small/97ecdfc6-192a-4115-b974-ce0422a313fc-10511-pc"", ""https://image.geeko.ltd/small/97ecdfc6-192a-4115-b974-ce0422a313fc-10511-pc-sec"", ""https://image.geeko.ltd/small/97ecdfc6-192a-4115-b974-ce0422a313fc-10511-pc-0"", ""https://image.geeko.ltd/small/97ecdfc6-192a-4115-b974-ce0422a313fc-10511-pc-1"", ""https://image.geeko.ltd/small/97ecdfc6-192a-4115-b974-ce0422a313fc-10511-pc-2"", ""https://image.geeko.ltd/small/97ecdfc6-192a-4115-b974-ce0422a313fc-10511-pc-3"", ""https://image.geeko.ltd/small/97ecdfc6-192a-4115-b974-ce0422a313fc-10511-pc-4"", ""https://image.geeko.ltd/small/97ecdfc6-192a-4115-b974-ce0422a313fc-10511-pc-5"", ""https://image.geeko.ltd/small/97ecdfc6-192a-4115-b974-ce0422a313fc-10511-pc-6"", ""https://image.geeko.ltd/small/97ecdfc6-192a-4115-b974-ce0422a313fc-10511-pc-7"", ""https://image.geeko.ltd/small/97ecdfc6-192a-4115-b974-ce0422a313fc-10511-pc-8"", ""https://image.geeko.ltd/small/97ecdfc6-192a-4115-b974-ce0422a313fc-10511-pc-9"", ""https://image.geeko.ltd/small/97ecdfc6-192a-4115-b974-ce0422a313fc-10511-pc-10"", ""https://image.geeko.ltd/small/97ecdfc6-192a-4115-b974-ce0422a313fc-10511-pc-11"", ""https://image.geeko.ltd/small/97ecdfc6-192a-4115-b974-ce0422a313fc-10511-pc-12"", ""https://image.geeko.ltd/small/97ecdfc6-192a-4115-b974-ce0422a313fc-10511-pc-13""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Casual, Plain," 90%Viscose,10%Elastane", Round Neck," Sleeveless,Thick Strap", Regular, Daily, 1*Top, Tank, Others, Skinny, Non-Stretch, No, Machine wash or professional dry clean,
ChicMe Built-in Bra Ribbed Round Neck Tank Top,$9.87,$13.16,Black,SKU: T1MJ0433B-bwbc2-bk,"""https://image.geeko.ltd/small/04658c51-a2eb-4ef1-a6f5-28e30529a1b0-10511-pc"", ""https://image.geeko.ltd/small/04658c51-a2eb-4ef1-a6f5-28e30529a1b0-10511-pc"", ""https://image.geeko.ltd/small/04658c51-a2eb-4ef1-a6f5-28e30529a1b0-10511-pc-sec"", ""https://image.geeko.ltd/small/04658c51-a2eb-4ef1-a6f5-28e30529a1b0-10511-pc-0"", ""https://image.geeko.ltd/small/04658c51-a2eb-4ef1-a6f5-28e30529a1b0-10511-pc-1"", ""https://image.geeko.ltd/small/04658c51-a2eb-4ef1-a6f5-28e30529a1b0-10511-pc-2"", ""https://image.geeko.ltd/small/04658c51-a2eb-4ef1-a6f5-28e30529a1b0-10511-pc-3"", ""https://image.geeko.ltd/small/04658c51-a2eb-4ef1-a6f5-28e30529a1b0-10511-pc-4"", ""https://image.geeko.ltd/small/04658c51-a2eb-4ef1-a6f5-28e30529a1b0-10511-pc-5"", ""https://image.geeko.ltd/small/04658c51-a2eb-4ef1-a6f5-28e30529a1b0-10511-pc-6"", ""https://image.geeko.ltd/small/04658c51-a2eb-4ef1-a6f5-28e30529a1b0-10511-pc-7"", ""https://image.geeko.ltd/small/04658c51-a2eb-4ef1-a6f5-28e30529a1b0-10511-pc-8"", ""https://image.geeko.ltd/small/04658c51-a2eb-4ef1-a6f5-28e30529a1b0-10511-pc-9"", ""https://image.geeko.ltd/small/04658c51-a2eb-4ef1-a6f5-28e30529a1b0-10511-pc-10""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Casual, Plain," 90%Viscose,10%Elastane", Round Neck," Sleeveless,Thick Strap", Regular, Daily, 1*Top, Tank, Others, Skinny, Non-Stretch, No, Machine wash or professional dry clean,
ChicMe Built-in Bra Ribbed Round Neck Tank Top,$9.87,$13.16,Army Green,SKU: T1MJ0433B-bwbc2-ag,"""https://image.geeko.ltd/small/8a74562a-7608-4c2d-b531-dd58bfcdfd1e-10512-pc"", ""https://image.geeko.ltd/small/8a74562a-7608-4c2d-b531-dd58bfcdfd1e-10512-pc"", ""https://image.geeko.ltd/small/8a74562a-7608-4c2d-b531-dd58bfcdfd1e-10512-pc-sec"", ""https://image.geeko.ltd/small/8a74562a-7608-4c2d-b531-dd58bfcdfd1e-10512-pc-0"", ""https://image.geeko.ltd/small/8a74562a-7608-4c2d-b531-dd58bfcdfd1e-10512-pc-1"", ""https://image.geeko.ltd/small/8a74562a-7608-4c2d-b531-dd58bfcdfd1e-10512-pc-2"", ""https://image.geeko.ltd/small/8a74562a-7608-4c2d-b531-dd58bfcdfd1e-10512-pc-3"", ""https://image.geeko.ltd/small/8a74562a-7608-4c2d-b531-dd58bfcdfd1e-10512-pc-4"", ""https://image.geeko.ltd/small/8a74562a-7608-4c2d-b531-dd58bfcdfd1e-10512-pc-5"", ""https://image.geeko.ltd/small/8a74562a-7608-4c2d-b531-dd58bfcdfd1e-10512-pc-6"", ""https://image.geeko.ltd/small/8a74562a-7608-4c2d-b531-dd58bfcdfd1e-10512-pc-7"", ""https://image.geeko.ltd/small/8a74562a-7608-4c2d-b531-dd58bfcdfd1e-10512-pc-8"", ""https://image.geeko.ltd/small/8a74562a-7608-4c2d-b531-dd58bfcdfd1e-10512-pc-9"", ""https://image.geeko.ltd/small/8a74562a-7608-4c2d-b531-dd58bfcdfd1e-10512-pc-10"", ""https://image.geeko.ltd/small/8a74562a-7608-4c2d-b531-dd58bfcdfd1e-10512-pc-11""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Casual, Plain," 90%Viscose,10%Elastane", Round Neck," Sleeveless,Thick Strap", Regular, Daily, 1*Top, Tank, Others, Skinny, Non-Stretch, No, Machine wash or professional dry clean,
ChicMe Built-in Bra Ribbed Round Neck Tank Top,$9.87,$13.16,Coffee,SKU: T1MJ0433B-bwbc2-co,"""https://image.geeko.ltd/small/791dcd6f-d929-4cac-a7f7-0c0842e4d637-01167-pc"", ""https://image.geeko.ltd/small/791dcd6f-d929-4cac-a7f7-0c0842e4d637-01167-pc"", ""https://image.geeko.ltd/small/791dcd6f-d929-4cac-a7f7-0c0842e4d637-01167-pc-sec"", ""https://image.geeko.ltd/small/791dcd6f-d929-4cac-a7f7-0c0842e4d637-01167-pc-0"", ""https://image.geeko.ltd/small/791dcd6f-d929-4cac-a7f7-0c0842e4d637-01167-pc-1"", ""https://image.geeko.ltd/small/791dcd6f-d929-4cac-a7f7-0c0842e4d637-01167-pc-2"", ""https://image.geeko.ltd/small/791dcd6f-d929-4cac-a7f7-0c0842e4d637-01167-pc-3"", ""https://image.geeko.ltd/small/791dcd6f-d929-4cac-a7f7-0c0842e4d637-01167-pc-4"", ""https://image.geeko.ltd/small/791dcd6f-d929-4cac-a7f7-0c0842e4d637-01167-pc-5"", ""https://image.geeko.ltd/small/791dcd6f-d929-4cac-a7f7-0c0842e4d637-01167-pc-6"", ""https://image.geeko.ltd/small/791dcd6f-d929-4cac-a7f7-0c0842e4d637-01167-pc-7"", ""https://image.geeko.ltd/small/791dcd6f-d929-4cac-a7f7-0c0842e4d637-01167-pc-8"", ""https://image.geeko.ltd/small/791dcd6f-d929-4cac-a7f7-0c0842e4d637-01167-pc-9""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Casual, Plain," 90%Viscose,10%Elastane", Round Neck," Sleeveless,Thick Strap", Regular, Daily, 1*Top, Tank, Others, Skinny, Non-Stretch, No, Machine wash or professional dry clean,
ChicMe Built-in Bra Ribbed Round Neck Tank Top,$9.87,$13.16,Khaki,SKU: T1MJ0433B-bwbc2-kh,"""https://image.geeko.ltd/small/928b9859-db96-4078-83bb-b2ace2f8ae52-52973-pc"", ""https://image.geeko.ltd/small/928b9859-db96-4078-83bb-b2ace2f8ae52-52973-pc"", ""https://image.geeko.ltd/small/928b9859-db96-4078-83bb-b2ace2f8ae52-52973-pc-sec"", ""https://image.geeko.ltd/small/928b9859-db96-4078-83bb-b2ace2f8ae52-52973-pc-0"", ""https://image.geeko.ltd/small/928b9859-db96-4078-83bb-b2ace2f8ae52-52973-pc-1"", ""https://image.geeko.ltd/small/928b9859-db96-4078-83bb-b2ace2f8ae52-52973-pc-2"", ""https://image.geeko.ltd/small/928b9859-db96-4078-83bb-b2ace2f8ae52-52973-pc-3"", ""https://image.geeko.ltd/small/928b9859-db96-4078-83bb-b2ace2f8ae52-52973-pc-4"", ""https://image.geeko.ltd/small/928b9859-db96-4078-83bb-b2ace2f8ae52-52973-pc-5"", ""https://image.geeko.ltd/small/928b9859-db96-4078-83bb-b2ace2f8ae52-52973-pc-6"", ""https://image.geeko.ltd/small/928b9859-db96-4078-83bb-b2ace2f8ae52-52973-pc-7"", ""https://image.geeko.ltd/small/928b9859-db96-4078-83bb-b2ace2f8ae52-52973-pc-8"", ""https://image.geeko.ltd/small/928b9859-db96-4078-83bb-b2ace2f8ae52-52973-pc-9"", ""https://image.geeko.ltd/small/928b9859-db96-4078-83bb-b2ace2f8ae52-52973-pc-10"", ""https://image.geeko.ltd/small/928b9859-db96-4078-83bb-b2ace2f8ae52-52973-pc-11""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Casual, Plain," 90%Viscose,10%Elastane", Round Neck," Sleeveless,Thick Strap", Regular, Daily, 1*Top, Tank, Others, Skinny, Non-Stretch, No, Machine wash or professional dry clean,
Lantern Sleeve Zipper Design Casual Top,$7.47,$9.96,,SKU: LZX2028-bwdf-ga,"""https://image.geeko.ltd/small/86c4cacb-6eea-4d23-aaab-1e2123a38afb-17905-pc"", ""https://image.geeko.ltd/small/86c4cacb-6eea-4d23-aaab-1e2123a38afb-17905-pc"", ""https://image.geeko.ltd/small/86c4cacb-6eea-4d23-aaab-1e2123a38afb-17905-pc-sec"", ""https://image.geeko.ltd/small/86c4cacb-6eea-4d23-aaab-1e2123a38afb-17905-pc-0"", ""https://image.geeko.ltd/small/86c4cacb-6eea-4d23-aaab-1e2123a38afb-17905-pc-1""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Plain, Polyester, O-neck," Lantern Sleeve,Long Sleeve", Regular, Daily, 1* Blouse, Blouses, Lantern Sleeve, Regular,,,,
3-Pack Knit Round Neck Thick Strap Racerback Tank Tops,$14.03,$18.71,Style1,SKU: MT1MJ0433-bwdf2-s1,"""https://image.geeko.ltd/small/c6ced9e0-1273-4374-8537-ebe1aa8da0db-36651-pc"", ""https://image.geeko.ltd/small/c6ced9e0-1273-4374-8537-ebe1aa8da0db-36651-pc"", ""https://image.geeko.ltd/small/c6ced9e0-1273-4374-8537-ebe1aa8da0db-36651-pc-sec"", ""https://image.geeko.ltd/small/c6ced9e0-1273-4374-8537-ebe1aa8da0db-36651-pc-0"", ""https://image.geeko.ltd/small/c6ced9e0-1273-4374-8537-ebe1aa8da0db-36651-pc-1"", ""https://image.geeko.ltd/small/c6ced9e0-1273-4374-8537-ebe1aa8da0db-36651-pc-2"", ""https://image.geeko.ltd/small/c6ced9e0-1273-4374-8537-ebe1aa8da0db-36651-pc-3"", ""https://image.geeko.ltd/small/c6ced9e0-1273-4374-8537-ebe1aa8da0db-36651-pc-4""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL"," Basics,Casual", Plain," 94%Viscose,6%Elastane", Round Neck, Sleeveless, Regular," Daily,Vacation", 3PCS/Pack (Without Bulit-in Bra), Tank, Others, Skinny, Non-Stretch, Semi-Sheer," Machine wash, do not dry clean",
3-Pack Knit Round Neck Thick Strap Racerback Tank Tops,$14.03,$18.71,Style3,SKU: MT1MJ0433-bwdf2-s3,"""https://image.geeko.ltd/small/b86cb18d-169d-44a0-b2aa-603157ae257d-52458-pc"", ""https://image.geeko.ltd/small/b86cb18d-169d-44a0-b2aa-603157ae257d-52458-pc"", ""https://image.geeko.ltd/small/b86cb18d-169d-44a0-b2aa-603157ae257d-52458-pc-sec"", ""https://image.geeko.ltd/small/b86cb18d-169d-44a0-b2aa-603157ae257d-52458-pc-0"", ""https://image.geeko.ltd/small/b86cb18d-169d-44a0-b2aa-603157ae257d-52458-pc-1"", ""https://image.geeko.ltd/small/b86cb18d-169d-44a0-b2aa-603157ae257d-52458-pc-2"", ""https://image.geeko.ltd/small/b86cb18d-169d-44a0-b2aa-603157ae257d-52458-pc-3"", ""https://image.geeko.ltd/small/b86cb18d-169d-44a0-b2aa-603157ae257d-52458-pc-4""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL"," Basics,Casual", Plain," 94%Viscose,6%Elastane", Round Neck, Sleeveless, Regular," Daily,Vacation", 3PCS/Pack (Without Bulit-in Bra), Tank, Others, Skinny, Non-Stretch, Semi-Sheer," Machine wash, do not dry clean",
3-Pack Knit Round Neck Thick Strap Racerback Tank Tops,$14.03,$18.71,Style2,SKU: MT1MJ0433-bwdf2-s2,"""https://image.geeko.ltd/small/c0a37017-1a9a-4d3a-b26a-772540de4195-56121-pc"", ""https://image.geeko.ltd/small/c0a37017-1a9a-4d3a-b26a-772540de4195-56121-pc"", ""https://image.geeko.ltd/small/c0a37017-1a9a-4d3a-b26a-772540de4195-56121-pc-sec"", ""https://image.geeko.ltd/small/c0a37017-1a9a-4d3a-b26a-772540de4195-56121-pc-0"", ""https://image.geeko.ltd/small/c0a37017-1a9a-4d3a-b26a-772540de4195-56121-pc-1"", ""https://image.geeko.ltd/small/c0a37017-1a9a-4d3a-b26a-772540de4195-56121-pc-2"", ""https://image.geeko.ltd/small/c0a37017-1a9a-4d3a-b26a-772540de4195-56121-pc-3"", ""https://image.geeko.ltd/small/c0a37017-1a9a-4d3a-b26a-772540de4195-56121-pc-4""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL"," Basics,Casual", Plain," 94%Viscose,6%Elastane", Round Neck, Sleeveless, Regular," Daily,Vacation", 3PCS/Pack (Without Bulit-in Bra), Tank, Others, Skinny, Non-Stretch, Semi-Sheer," Machine wash, do not dry clean",
3-Pack Knit Round Neck Thick Strap Racerback Tank Tops,$14.03,$18.71,Style12,SKU: MT1MJ0433-bwdf2-s12,"""https://image.geeko.ltd/small/02c9a4af-2f1b-418e-a769-4d272616aff6-78844-pc"", ""https://image.geeko.ltd/small/02c9a4af-2f1b-418e-a769-4d272616aff6-78844-pc"", ""https://image.geeko.ltd/small/02c9a4af-2f1b-418e-a769-4d272616aff6-78844-pc-sec"", ""https://image.geeko.ltd/small/02c9a4af-2f1b-418e-a769-4d272616aff6-78844-pc-0"", ""https://image.geeko.ltd/small/02c9a4af-2f1b-418e-a769-4d272616aff6-78844-pc-1"", ""https://image.geeko.ltd/small/02c9a4af-2f1b-418e-a769-4d272616aff6-78844-pc-2"", ""https://image.geeko.ltd/small/02c9a4af-2f1b-418e-a769-4d272616aff6-78844-pc-3""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL"," Basics,Casual", Plain," 94%Viscose,6%Elastane", Round Neck, Sleeveless, Regular," Daily,Vacation", 3PCS/Pack (Without Bulit-in Bra), Tank, Others, Skinny, Non-Stretch, Semi-Sheer," Machine wash, do not dry clean",
3-Pack Knit Round Neck Thick Strap Racerback Tank Tops,$14.03,$18.71,Style4,SKU: MT1MJ0433-bwdf2-s4,"""https://image.geeko.ltd/small/d8290c66-c784-4318-9fc6-e71e28d3c7b1-31810-pc"", ""https://image.geeko.ltd/small/d8290c66-c784-4318-9fc6-e71e28d3c7b1-31810-pc"", ""https://image.geeko.ltd/small/d8290c66-c784-4318-9fc6-e71e28d3c7b1-31810-pc-sec"", ""https://image.geeko.ltd/small/d8290c66-c784-4318-9fc6-e71e28d3c7b1-31810-pc-0"", ""https://image.geeko.ltd/small/d8290c66-c784-4318-9fc6-e71e28d3c7b1-31810-pc-1"", ""https://image.geeko.ltd/small/d8290c66-c784-4318-9fc6-e71e28d3c7b1-31810-pc-2"", ""https://image.geeko.ltd/small/d8290c66-c784-4318-9fc6-e71e28d3c7b1-31810-pc-3"", ""https://image.geeko.ltd/small/d8290c66-c784-4318-9fc6-e71e28d3c7b1-31810-pc-4"", ""https://image.geeko.ltd/small/d8290c66-c784-4318-9fc6-e71e28d3c7b1-31810-pc-5"", ""https://image.geeko.ltd/small/d8290c66-c784-4318-9fc6-e71e28d3c7b1-31810-pc-6"", ""https://image.geeko.ltd/small/d8290c66-c784-4318-9fc6-e71e28d3c7b1-31810-pc-7""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL"," Basics,Casual", Plain," 94%Viscose,6%Elastane", Round Neck, Sleeveless, Regular," Daily,Vacation", 3PCS/Pack (Without Bulit-in Bra), Tank, Others, Skinny, Non-Stretch, Semi-Sheer," Machine wash, do not dry clean",
