Product Name,Discount Price,Actual Price,Color,SKU,Image URLs,US Size,CA Size,UK Size,AU Size,EU Size,BR Size,FR Size,RU Size,Style,Type,Material,Neckline,Sleeve Style,Length,Pattern Type,Decoration,Fit Type,Occasion,Package Include,Fabric Elasticity,Sheer,Care Instructions,With Belt,Sleeve Type,Waist Line
Leopard Print Knotted Casual Dress,$5.20,$6.93,Green,SKU: LZR16717-bwla2-gr,"""https://image.geeko.ltd/small/f8a1c3f8-631e-426f-a8b4-293d323da8b3-27147-pc"", ""https://image.geeko.ltd/small/f8a1c3f8-631e-426f-a8b4-293d323da8b3-27147-pc"", ""https://image.geeko.ltd/small/f8a1c3f8-631e-426f-a8b4-293d323da8b3-27147-pc-sec"", ""https://image.geeko.ltd/small/f8a1c3f8-631e-426f-a8b4-293d323da8b3-27147-pc-0"", ""https://image.geeko.ltd/small/f8a1c3f8-631e-426f-a8b4-293d323da8b3-27147-pc-1"", ""https://image.geeko.ltd/small/f8a1c3f8-631e-426f-a8b4-293d323da8b3-27147-pc-2"", ""https://image.geeko.ltd/small/f8a1c3f8-631e-426f-a8b4-293d323da8b3-27147-pc-3""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Casual, Straight," 97%Polyester,3%Spandex", Round Neck, Short Sleeve, Mini, Leopard, Tied Detail, Regular, Daily, 1* Dress, Slight Stretch, No, Machine wash or professional dry clean,,,
Leopard Print Knotted Casual Dress,$5.20,$6.93,Brown,SKU: LZR16717-bwla2-br,"""https://image.geeko.ltd/small/8b2df425-c52c-4446-acdd-f5f3388c26c3-52196-pc"", ""https://image.geeko.ltd/small/8b2df425-c52c-4446-acdd-f5f3388c26c3-52196-pc"", ""https://image.geeko.ltd/small/8b2df425-c52c-4446-acdd-f5f3388c26c3-52196-pc-sec"", ""https://image.geeko.ltd/small/8b2df425-c52c-4446-acdd-f5f3388c26c3-52196-pc-0""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Casual, Straight," 97%Polyester,3%Spandex", Round Neck, Short Sleeve, Mini, Leopard, Tied Detail, Regular, Daily, 1* Dress, Slight Stretch, No, Machine wash or professional dry clean,,,
Leopard Print Knotted Casual Dress,$5.20,$6.93,Lighted Blue,SKU: LZR16717-bwla2-ldb,"""https://image.geeko.ltd/small/9fb6140c-0533-4f37-8bb9-dd08bf5160b9-44203-pc"", ""https://image.geeko.ltd/small/9fb6140c-0533-4f37-8bb9-dd08bf5160b9-44203-pc"", ""https://image.geeko.ltd/small/9fb6140c-0533-4f37-8bb9-dd08bf5160b9-44203-pc-sec"", ""https://image.geeko.ltd/small/9fb6140c-0533-4f37-8bb9-dd08bf5160b9-44203-pc-0""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Casual, Straight," 97%Polyester,3%Spandex", Round Neck, Short Sleeve, Mini, Leopard, Tied Detail, Regular, Daily, 1* Dress, Slight Stretch, No, Machine wash or professional dry clean,,,
Leopard Print Knotted Casual Dress,$5.20,$6.93,Rose Red,SKU: LZR16717-bwla2-re,"""https://image.geeko.ltd/small/ce3f54e6-e491-4358-ab85-1192e8b94d43-86108-pc"", ""https://image.geeko.ltd/small/ce3f54e6-e491-4358-ab85-1192e8b94d43-86108-pc"", ""https://image.geeko.ltd/small/ce3f54e6-e491-4358-ab85-1192e8b94d43-86108-pc-sec"", ""https://image.geeko.ltd/small/ce3f54e6-e491-4358-ab85-1192e8b94d43-86108-pc-0""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Casual, Straight," 97%Polyester,3%Spandex", Round Neck, Short Sleeve, Mini, Leopard, Tied Detail, Regular, Daily, 1* Dress, Slight Stretch, No, Machine wash or professional dry clean,,,
Leopard Print Knotted Casual Dress,$5.20,$6.93,Hot Pink,SKU: LZR16717-bwla2-hp,"""https://image.geeko.ltd/small/dd43569b-127e-442b-921a-c5630e04ed10-32395-pc"", ""https://image.geeko.ltd/small/dd43569b-127e-442b-921a-c5630e04ed10-32395-pc"", ""https://image.geeko.ltd/small/dd43569b-127e-442b-921a-c5630e04ed10-32395-pc-sec"", ""https://image.geeko.ltd/small/dd43569b-127e-442b-921a-c5630e04ed10-32395-pc-0""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Casual, Straight," 97%Polyester,3%Spandex", Round Neck, Short Sleeve, Mini, Leopard, Tied Detail, Regular, Daily, 1* Dress, Slight Stretch, No, Machine wash or professional dry clean,,,
Casual Sleeveless Hollow Out Bodycon Dress Side High Slit Slim Fit Party Slip Dresses,$8.00,$10.67,Hot Pink,SKU: LZJ17030H-bwla2-hp,"""https://image.geeko.ltd/small/ab2a3f81-9cbb-4e65-bacc-cd06df35fe76-06779-pc"", ""https://image.geeko.ltd/small/ab2a3f81-9cbb-4e65-bacc-cd06df35fe76-06779-pc"", ""https://image.geeko.ltd/small/ab2a3f81-9cbb-4e65-bacc-cd06df35fe76-06779-pc-sec"", ""https://image.geeko.ltd/small/ab2a3f81-9cbb-4e65-bacc-cd06df35fe76-06779-pc-0"", ""https://image.geeko.ltd/small/ab2a3f81-9cbb-4e65-bacc-cd06df35fe76-06779-pc-1"", ""https://image.geeko.ltd/small/ab2a3f81-9cbb-4e65-bacc-cd06df35fe76-06779-pc-2"", ""https://image.geeko.ltd/small/ab2a3f81-9cbb-4e65-bacc-cd06df35fe76-06779-pc-3""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Sexy, Slit," 95%Polyester,5%Elastane", V-Neck, Spaghetti Strap, Maxi, Plain, Hollow-out, Skinny," Daily,Vacation", 1* Dress, Medium Stretch, No, Machine wash or professional dry clean,,,
Casual Sleeveless Hollow Out Bodycon Dress Side High Slit Slim Fit Party Slip Dresses,$8.00,$10.67,Black,SKU: LZJ17030H-bwla2-bk,"""https://image.geeko.ltd/small/3d37f51d-5a82-4375-a7b5-210b3c8b1cff-27849-pc"", ""https://image.geeko.ltd/small/3d37f51d-5a82-4375-a7b5-210b3c8b1cff-27849-pc"", ""https://image.geeko.ltd/small/3d37f51d-5a82-4375-a7b5-210b3c8b1cff-27849-pc-sec"", ""https://image.geeko.ltd/small/3d37f51d-5a82-4375-a7b5-210b3c8b1cff-27849-pc-0"", ""https://image.geeko.ltd/small/3d37f51d-5a82-4375-a7b5-210b3c8b1cff-27849-pc-1"", ""https://image.geeko.ltd/small/3d37f51d-5a82-4375-a7b5-210b3c8b1cff-27849-pc-2"", ""https://image.geeko.ltd/small/3d37f51d-5a82-4375-a7b5-210b3c8b1cff-27849-pc-3""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Sexy, Slit," 95%Polyester,5%Elastane", V-Neck, Spaghetti Strap, Maxi, Plain, Hollow-out, Skinny," Daily,Vacation", 1* Dress, Medium Stretch, No, Machine wash or professional dry clean,,,
Casual Sleeveless Hollow Out Bodycon Dress Side High Slit Slim Fit Party Slip Dresses,$8.00,$10.67,Pink,SKU: LZJ17030H-bwla2-pi,"""https://image.geeko.ltd/small/a3be284f-de79-49a2-acb8-36690e51591f-06777-pc"", ""https://image.geeko.ltd/small/a3be284f-de79-49a2-acb8-36690e51591f-06777-pc"", ""https://image.geeko.ltd/small/a3be284f-de79-49a2-acb8-36690e51591f-06777-pc-sec"", ""https://image.geeko.ltd/small/a3be284f-de79-49a2-acb8-36690e51591f-06777-pc-0"", ""https://image.geeko.ltd/small/a3be284f-de79-49a2-acb8-36690e51591f-06777-pc-1"", ""https://image.geeko.ltd/small/a3be284f-de79-49a2-acb8-36690e51591f-06777-pc-2"", ""https://image.geeko.ltd/small/a3be284f-de79-49a2-acb8-36690e51591f-06777-pc-3""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Sexy, Slit," 95%Polyester,5%Elastane", V-Neck, Spaghetti Strap, Maxi, Plain, Hollow-out, Skinny," Daily,Vacation", 1* Dress, Medium Stretch, No, Machine wash or professional dry clean,,,
Casual Sleeveless Hollow Out Bodycon Dress Side High Slit Slim Fit Party Slip Dresses,$8.00,$10.67,Orange,SKU: LZJ17030H-bwla2-or,"""https://image.geeko.ltd/small/47e2949d-4c60-422d-a4a8-586e0db79f42-06811-pc"", ""https://image.geeko.ltd/small/47e2949d-4c60-422d-a4a8-586e0db79f42-06811-pc"", ""https://image.geeko.ltd/small/47e2949d-4c60-422d-a4a8-586e0db79f42-06811-pc-sec"", ""https://image.geeko.ltd/small/47e2949d-4c60-422d-a4a8-586e0db79f42-06811-pc-0"", ""https://image.geeko.ltd/small/47e2949d-4c60-422d-a4a8-586e0db79f42-06811-pc-1"", ""https://image.geeko.ltd/small/47e2949d-4c60-422d-a4a8-586e0db79f42-06811-pc-2"", ""https://image.geeko.ltd/small/47e2949d-4c60-422d-a4a8-586e0db79f42-06811-pc-3""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Sexy, Slit," 95%Polyester,5%Elastane", V-Neck, Spaghetti Strap, Maxi, Plain, Hollow-out, Skinny," Daily,Vacation", 1* Dress, Medium Stretch, No, Machine wash or professional dry clean,,,
Casual Sleeveless Hollow Out Bodycon Dress Side High Slit Slim Fit Party Slip Dresses,$8.00,$10.67,Blue,SKU: LZJ17030H-bwla2-bl,"""https://image.geeko.ltd/small/8d0e7a8e-a14f-4460-a165-5670bdca60e8-29496-pc"", ""https://image.geeko.ltd/small/8d0e7a8e-a14f-4460-a165-5670bdca60e8-29496-pc"", ""https://image.geeko.ltd/small/8d0e7a8e-a14f-4460-a165-5670bdca60e8-29496-pc-sec"", ""https://image.geeko.ltd/small/8d0e7a8e-a14f-4460-a165-5670bdca60e8-29496-pc-0"", ""https://image.geeko.ltd/small/8d0e7a8e-a14f-4460-a165-5670bdca60e8-29496-pc-1"", ""https://image.geeko.ltd/small/8d0e7a8e-a14f-4460-a165-5670bdca60e8-29496-pc-2"", ""https://image.geeko.ltd/small/8d0e7a8e-a14f-4460-a165-5670bdca60e8-29496-pc-3""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Sexy, Slit," 95%Polyester,5%Elastane", V-Neck, Spaghetti Strap, Maxi, Plain, Hollow-out, Skinny," Daily,Vacation", 1* Dress, Medium Stretch, No, Machine wash or professional dry clean,,,
Tropical Print Cutout Crisscross Backless Mini Dress,$8.38,$11.18,,SKU: ODT3600-bwla2-gr,"""https://image.geeko.ltd/small/c3d85806-ca32-406d-84c0-123b5cdc14dc-68164-pc"", ""https://image.geeko.ltd/small/c3d85806-ca32-406d-84c0-123b5cdc14dc-68164-pc-sec"", ""https://image.geeko.ltd/small/c3d85806-ca32-406d-84c0-123b5cdc14dc-68164-pc-0"", ""https://image.geeko.ltd/small/c3d85806-ca32-406d-84c0-123b5cdc14dc-68164-pc-1""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Sexy, Straight," 95%Polyester,5%Elastane", Halter, Sleeveless, Mini, Tropical," Backless,Criss Cross,Cutout", Regular," Daily,Vacation", 1* Dress, Medium Stretch,,,,,
V-Neck Double Breasted Blazer Dress,$14.24,$18.99,White,SKU: LZ3524-bwls1-w,"""https://image.geeko.ltd/small/f8c1986e-211c-4ea7-b723-f6a94df118e0-26218-pc"", ""https://image.geeko.ltd/small/f8c1986e-211c-4ea7-b723-f6a94df118e0-26218-pc-sec""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Fashion,, Polyester, V-Neck, Long Sleeve, Mini, Solid,,, Workwear, 1* Dress,,,,,,
V-Neck Double Breasted Blazer Dress,$14.24,$18.99,Black,SKU: LZ3524-bwls1-bk,"""https://image.geeko.ltd/small/8349e985-46ab-4de4-b250-22e8a19455d3-42254-pc"", ""https://image.geeko.ltd/small/8349e985-46ab-4de4-b250-22e8a19455d3-42254-pc-sec""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Fashion,, Polyester, V-Neck, Long Sleeve, Mini, Solid,,, Workwear, 1* Dress,,,,,,
Marble Print V-Neck Casual Dress,$6.95,$9.27,,SKU: XY8861A4-bwla2-co,"""https://image.geeko.ltd/small/a4c22478-456e-47ee-bc11-b5d6116f3629-62233-pc"", ""https://image.geeko.ltd/small/a4c22478-456e-47ee-bc11-b5d6116f3629-62233-pc-sec"", ""https://image.geeko.ltd/small/a4c22478-456e-47ee-bc11-b5d6116f3629-62233-pc-0"", ""https://image.geeko.ltd/small/a4c22478-456e-47ee-bc11-b5d6116f3629-62233-pc-1"", ""https://image.geeko.ltd/small/a4c22478-456e-47ee-bc11-b5d6116f3629-62233-pc-2"", ""https://image.geeko.ltd/small/a4c22478-456e-47ee-bc11-b5d6116f3629-62233-pc-3""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Casual, Straight," 95%Polyester,5%Elastane", V-Neck, Half Sleeve, Mini, Marble,, Regular, Daily, 1* Dress,,,,,,
Butterfly Print Tie Front Long Sleeve Dress,$8.85,$11.8,Blue,SKU: LZR7472-bwla2-bl,"""https://image.geeko.ltd/small/e2a80932-b3db-4f31-9f1d-78571b27d653-99448-pc"", ""https://image.geeko.ltd/small/e2a80932-b3db-4f31-9f1d-78571b27d653-99448-pc-sec"", ""https://image.geeko.ltd/small/e2a80932-b3db-4f31-9f1d-78571b27d653-99448-pc-0"", ""https://image.geeko.ltd/small/e2a80932-b3db-4f31-9f1d-78571b27d653-99448-pc-1"", ""https://image.geeko.ltd/small/e2a80932-b3db-4f31-9f1d-78571b27d653-99448-pc-2"", ""https://image.geeko.ltd/small/e2a80932-b3db-4f31-9f1d-78571b27d653-99448-pc-3""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Sexy, Bodycon," 97%Polyester,3%Elastane", O-neck, Long Sleeve, Mini, Butterfly, Tied Detail, Regular, OTTD, 1* Dress, Slight Stretch, No, Machine wash or professional dry clean,,,
Butterfly Print Tie Front Long Sleeve Dress,$8.85,$11.8,Blue,SKU: LZR7472-bwvg3-bl,"""https://image.geeko.ltd/small/f7d3ff59-01b1-4dbe-94ed-3b07cda972d3-68979-pc"", ""https://image.geeko.ltd/small/f7d3ff59-01b1-4dbe-94ed-3b07cda972d3-68979-pc-sec"", ""https://image.geeko.ltd/small/f7d3ff59-01b1-4dbe-94ed-3b07cda972d3-68979-pc-0"", ""https://image.geeko.ltd/small/f7d3ff59-01b1-4dbe-94ed-3b07cda972d3-68979-pc-1"", ""https://image.geeko.ltd/small/f7d3ff59-01b1-4dbe-94ed-3b07cda972d3-68979-pc-2"", ""https://image.geeko.ltd/small/f7d3ff59-01b1-4dbe-94ed-3b07cda972d3-68979-pc-3""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Sexy, Bodycon," 97%Polyester,3%Elastane", O-neck, Long Sleeve, Mini, Butterfly, Tied Detail, Regular, OTTD, 1* Dress, Slight Stretch, No, Machine wash or professional dry clean,,,
Spaghetti Strap U-Neck Casual Maxi Dresses Slim Fit Cami Dress Party Club Bodycon Dress,,$10.99,Black,SKU: LZR16640-bwla2-bk,"""https://image.geeko.ltd/small/44f1d9eb-9275-488a-b004-195e6578ceb7-37940-pc"", ""https://image.geeko.ltd/small/44f1d9eb-9275-488a-b004-195e6578ceb7-37940-pc"", ""https://image.geeko.ltd/small/44f1d9eb-9275-488a-b004-195e6578ceb7-37940-pc-sec"", ""https://image.geeko.ltd/small/44f1d9eb-9275-488a-b004-195e6578ceb7-37940-pc-0"", ""https://image.geeko.ltd/small/44f1d9eb-9275-488a-b004-195e6578ceb7-37940-pc-1"", ""https://image.geeko.ltd/small/44f1d9eb-9275-488a-b004-195e6578ceb7-37940-pc-2"", ""https://image.geeko.ltd/small/44f1d9eb-9275-488a-b004-195e6578ceb7-37940-pc-3"", ""https://image.geeko.ltd/small/44f1d9eb-9275-488a-b004-195e6578ceb7-37940-pc-4"", ""https://image.geeko.ltd/small/44f1d9eb-9275-488a-b004-195e6578ceb7-37940-pc-5"", ""https://image.geeko.ltd/small/44f1d9eb-9275-488a-b004-195e6578ceb7-37940-pc-6"", ""https://image.geeko.ltd/small/44f1d9eb-9275-488a-b004-195e6578ceb7-37940-pc-7""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Chic, Bodycon," 95%Polyester,5%Elastane", U-Neck, Spaghetti Strap, Maxi, Plain, Others, Skinny," Daily,Vacation", 1* Dress, Medium Stretch, No, Machine wash or professional dry clean,,, Natural
Spaghetti Strap U-Neck Casual Maxi Dresses Slim Fit Cami Dress Party Club Bodycon Dress,,$10.99,White,SKU: LZR16640-bwla2-w,"""https://image.geeko.ltd/small/ff2cef15-a456-4fe2-a54e-ba6a8af46915-21482-pc"", ""https://image.geeko.ltd/small/ff2cef15-a456-4fe2-a54e-ba6a8af46915-21482-pc"", ""https://image.geeko.ltd/small/ff2cef15-a456-4fe2-a54e-ba6a8af46915-21482-pc-sec"", ""https://image.geeko.ltd/small/ff2cef15-a456-4fe2-a54e-ba6a8af46915-21482-pc-0"", ""https://image.geeko.ltd/small/ff2cef15-a456-4fe2-a54e-ba6a8af46915-21482-pc-1"", ""https://image.geeko.ltd/small/ff2cef15-a456-4fe2-a54e-ba6a8af46915-21482-pc-2"", ""https://image.geeko.ltd/small/ff2cef15-a456-4fe2-a54e-ba6a8af46915-21482-pc-3"", ""https://image.geeko.ltd/small/ff2cef15-a456-4fe2-a54e-ba6a8af46915-21482-pc-4"", ""https://image.geeko.ltd/small/ff2cef15-a456-4fe2-a54e-ba6a8af46915-21482-pc-5"", ""https://image.geeko.ltd/small/ff2cef15-a456-4fe2-a54e-ba6a8af46915-21482-pc-6"", ""https://image.geeko.ltd/small/ff2cef15-a456-4fe2-a54e-ba6a8af46915-21482-pc-7"", ""https://image.geeko.ltd/small/ff2cef15-a456-4fe2-a54e-ba6a8af46915-21482-pc-8"", ""https://image.geeko.ltd/small/ff2cef15-a456-4fe2-a54e-ba6a8af46915-21482-pc-9"", ""https://image.geeko.ltd/small/ff2cef15-a456-4fe2-a54e-ba6a8af46915-21482-pc-10""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Chic, Bodycon," 95%Polyester,5%Elastane", U-Neck, Spaghetti Strap, Maxi, Plain, Others, Skinny," Daily,Vacation", 1* Dress, Medium Stretch, No, Machine wash or professional dry clean,,, Natural
Spaghetti Strap U-Neck Casual Maxi Dresses Slim Fit Cami Dress Party Club Bodycon Dress,,$10.99,Yellow,SKU: LZR16640-bwla2-y,"""https://image.geeko.ltd/small/afcc9729-e327-48b1-b00e-01f22f510a17-29128-pc"", ""https://image.geeko.ltd/small/afcc9729-e327-48b1-b00e-01f22f510a17-29128-pc"", ""https://image.geeko.ltd/small/afcc9729-e327-48b1-b00e-01f22f510a17-29128-pc-sec"", ""https://image.geeko.ltd/small/afcc9729-e327-48b1-b00e-01f22f510a17-29128-pc-0"", ""https://image.geeko.ltd/small/afcc9729-e327-48b1-b00e-01f22f510a17-29128-pc-1"", ""https://image.geeko.ltd/small/afcc9729-e327-48b1-b00e-01f22f510a17-29128-pc-2"", ""https://image.geeko.ltd/small/afcc9729-e327-48b1-b00e-01f22f510a17-29128-pc-3"", ""https://image.geeko.ltd/small/afcc9729-e327-48b1-b00e-01f22f510a17-29128-pc-4"", ""https://image.geeko.ltd/small/afcc9729-e327-48b1-b00e-01f22f510a17-29128-pc-5"", ""https://image.geeko.ltd/small/afcc9729-e327-48b1-b00e-01f22f510a17-29128-pc-6"", ""https://image.geeko.ltd/small/afcc9729-e327-48b1-b00e-01f22f510a17-29128-pc-7""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Chic, Bodycon," 95%Polyester,5%Elastane", U-Neck, Spaghetti Strap, Maxi, Plain, Others, Skinny," Daily,Vacation", 1* Dress, Medium Stretch, No, Machine wash or professional dry clean,,, Natural
Spaghetti Strap U-Neck Casual Maxi Dresses Slim Fit Cami Dress Party Club Bodycon Dress,,$10.99,Blue,SKU: LZR16640-bwla2-bl,"""https://image.geeko.ltd/small/6100b4ce-00e5-40c7-9902-63563cb0c3ae-02871-pc"", ""https://image.geeko.ltd/small/6100b4ce-00e5-40c7-9902-63563cb0c3ae-02871-pc"", ""https://image.geeko.ltd/small/6100b4ce-00e5-40c7-9902-63563cb0c3ae-02871-pc-sec"", ""https://image.geeko.ltd/small/6100b4ce-00e5-40c7-9902-63563cb0c3ae-02871-pc-0"", ""https://image.geeko.ltd/small/6100b4ce-00e5-40c7-9902-63563cb0c3ae-02871-pc-1"", ""https://image.geeko.ltd/small/6100b4ce-00e5-40c7-9902-63563cb0c3ae-02871-pc-2"", ""https://image.geeko.ltd/small/6100b4ce-00e5-40c7-9902-63563cb0c3ae-02871-pc-3"", ""https://image.geeko.ltd/small/6100b4ce-00e5-40c7-9902-63563cb0c3ae-02871-pc-4"", ""https://image.geeko.ltd/small/6100b4ce-00e5-40c7-9902-63563cb0c3ae-02871-pc-5"", ""https://image.geeko.ltd/small/6100b4ce-00e5-40c7-9902-63563cb0c3ae-02871-pc-6"", ""https://image.geeko.ltd/small/6100b4ce-00e5-40c7-9902-63563cb0c3ae-02871-pc-7""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Chic, Bodycon," 95%Polyester,5%Elastane", U-Neck, Spaghetti Strap, Maxi, Plain, Others, Skinny," Daily,Vacation", 1* Dress, Medium Stretch, No, Machine wash or professional dry clean,,, Natural
