Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free,Milk Free
Jack Daniel's Pulled Chicken,,$13.29, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4c83832f-8904-46dc-b57d-843b72a2406c.jpeg 4x,"Original quality. Seasoned & cooked all white meat. Made with Jack Daniel's Tennessee Whiskey BBQ Sauce. Quality & craftsmanship since 1866. Smoked meats using woodchips made from our own Tennessee whiskey. Handcrafted barrels. Small batches: Sauce prepared daily in the kettle producing a whiskey glaze. Rich in flavor. BBQ spice rubbed: Premium meats are barbeque rubbed using the freshest. Finest quality spice. Slow cooked: BBQ flavors imparted by slow cooking for hours using traditional methods. The finest ingredients make the best quality product. Jack Daniel's Pulled Chicken: Juicy Pulled Chicken is cooked to perfection with Jack Daniel's BBQ sauce. Taste the rich heritage and tradition of southern cooking in every bite. Mr. Jack Daniel said Every day we make it, we'll make it the best we can. For Mr. Jack that meant using only the finest ingredients and devoting extra care and attention to the whiskey making process. The unique mellow taste of Jack Daniel's has long been recognized for adding a special touch to marinades and sauces. Now you can enjoy this distinctive flavor in this delicious pulled chicken made the traditional way. Eat right. Drink responsibly.","Boneless Skinless Chicken Breast With Rib Meat Tumbled With Water And Seasoning (spices, Salt, Paprika, Sugar, And Caramel Color), Bbq Sauce (dark Brown Sugar, Sugar, Water, Onion, Apple Cider Vinegar, Soy Sauce (water, Wheat, Soybeans, Salt), Tomato Paste, Vinegar, Molasses (molasses, Wheat Starch, Soy Flour, Calcium Stearate, Soy Lecithin), Corn Syrup, Corn Starch, Vegetable Oil, Garlic, Salt, Sesaoning, Tennessee Whiskey, Lemon Juice, Caramel Color, Cayenne Pepper, Black Pepper, Worcestershire Sauce {maltodextrin, Worcestershire Sauce (vinegar, Molasses, Corn Syrup, Salt, Caramel Color, Garlic Powder, Sugar, Spices, Tamarind, Natural Flavor, And Sulfating Agents), And Silicon Dioxide}).","Remove outer sleeve from tray. Puncture inner pouch and leave in tray. Heat on high for 2 to 3 minutes or until product is heated thoroughly. Remove from microwave and let stand for 1 minute. Carefully open pouch and empty product into a serving dish. Caution: Tray and product will be hot. Cooking times vary with microwave wattage; stated time is for a 1100 watt oven. Adjust cooking times accordingly. Oven: (Do not use tray in the oven) Preheat oven to 350 degrees F. Remove outer sleeve and tray. Open inner pouch and empty product into an oven-safe pan. Cover pan with foil. Place pan in the oven and heat for 12 to 15 minutes or until the product is heated thoroughly. Let stand for one minute and serve. Caution: Pan and product will be hot. Frozen: Product may be frozen. To defrost place in the refrigerator for at least 12 hours. Then follow heating instructions above. Use product within 3 days of defrost.,Perishable. Keep refrigerated.",Contains: soy and wheat products.,,,
Oscar Mayer Cotto Salami Sliced Deli Sandwich Lunch Meat,,$6.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d3783266-8948-4cf4-a689-57101b83d970.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_04c97382-af32-4b0a-a990-820a8d644ff4.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4c224705-3cba-46ec-ba69-657e44cae77c.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_75283967-5171-44c4-8e83-3eca75c9dad7.jpg 4x","Oscar Mayer Cotto Salami is a great choice for making delicious sandwiches at home, at work or as part of a lunch. This fully cooked lunch or snack meat has the cotto salami taste you know and love. Oscar Mayer Cotto Salami is made with quality meats, such as chicken and beef, with pork added. Use this sliced cotto salami to make a tasty sandwich for lunch, or add it to your favorite deli sandwich recipes. Cotto salami is also delicious on a variety of salads or with cheese and crackers. Keep sliced Oscar Mayer Cotto Salami refrigerated in the recloseable 16 ounce package to maintain freshness.,• One 16 oz plastic pack of Oscar Mayer Cotto Salami Made with Chicken And Beef, Pork Added Sliced Lunch Meat,• Oscar Mayer Cotto Salami is lunch meat made with chicken and beef with pork added,• Made with quality meat,• Fully cooked cotto salami,• Fully cooked cotto salami made with chicken and beef, pork added is ready to eat,• Resealable package to ensure freshness,• So many ways to keep it Oscar with our wide range of cold cuts, bacons, hot dogs and meat snack plates,• SNAP & EBT eligible food item","Mechanically Separated Chicken, Beef Hearts, Pork, Water, Corn Syrup, Contains Less Than 2% Of Salt, Ground Mustard Seed, Potassium Chloride, Sodium Phosphates, Sodium Diacetaté, Sodium Propionate, Flavor, Sodium Benzoate, Dried Garlic, Sodium Ascorbate, Sodium Nitrite, Sugar, Soy Lecithin.","Once Opened, Use Within 7 Days.,Keep Refrigerated.",Contains: soy.,,,
"Fresh Express Salad Kit, Caesar",$3.49,$5.79, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_10dc0ddc-0a0e-4395-b9de-71e25c8aacfe.jpeg 4x,"Why were so fresh. To guarantee fresh express salads are consistently, deliciously fresh, we: cool our salads within hours of harvest and keep them chilled from field to store. Thoroughly rinse and gently dry: then seal them in our keep-crisp bag to maintain freshness. Deliver fresh salads daily.","Romaine Lettuce, Dressing: Canola Oil, Water, Parmesan Cheese (skim Milk, Culture, Salt, Enzymes), Egg Yolks, Dijon Mustard [water, Mustard Seed, Distilled Vinegar, Salt, White Wine, Citric Acid, Tumeric (color), Tartaric Acid, Spices], Distilled Vinegar, Dried Garlic, Lemon Juice Concentrate, Sugar, Salt, Anchovies, Spice, Anchovy Powder (maltodextrin, Anchovy Extract, Salt), Xanthan Gum, Mustard Flour, Caramel Color, Annatto Extract (color), Croutons: Enriched Wheat Flour (wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Canola And/or Olive Oil, Salt, Whey, Sugar, Yeast, Garlic Powder, Romano Cheese, (milk, Culture, Salt, Enzymes), Parsley, Onion Powder, Spices, Citric Acid, Disodium Inosinate And Disodium Guanylate Cheese: Milk, Salt, Cheese Culture, Enzymes, Powdered Cellulose (prevents Caking), Sorbic Acid (preservative),","Thoroughly washed. Ready to eat.,Keep refrigerated.","Contains: egg, anchovy, milk, wheat.",,,
Panera Bread Chicken Tortilla Soup Cup (Gluten Free),,$8.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5e2fc671-a6e8-4181-afb2-91c190305cd1.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_adb3a8c3-daf9-4d37-8aea-b8b08e4b3abb.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2e1999a5-2e1f-45b4-b233-47f676a17765.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f0ded008-f6b1-4ef4-8121-aa4c648bd9ec.png 4x","Panera Chicken Tortilla Soup delivers a bakery-cafe inspired favorite in a microwavable cup that you can take with you on-the-go. Seasoned with a hint of cumin and lime, this soup features roasted poblano peppers, corn, black beans and a kick of chile peppers. This gluten free soup is made with all white meat from chicken raised without antibiotics and is dairy free. Whether you have a busy schedule and need a quick meal or you just want to enjoy a warm cup of soup, this Panera soup is perfect any time of day. To cook, remove the lid and film and place in the microwave, covering loosely. Heat this microwave soup cup on high for 3 to 4 minutes and stir halfway through. You can also cook this packaged soup on the stove top to 165 degrees F for a few minutes, but do not boil. Store this Chicken Tortilla soup cup in the refrigerator until you are ready to prepare. Make easy, craveable meals with help from Panera Bread at home.,• One 16 oz cup of Panera Chicken Tortilla Soup,• Store Panera soup in the refrigerator or freezer until you are ready to prepare,• Gluten free chunky soup that is made with roasted poblano peppers, corn, black beans and a kick of chile peppers,• Microwave soup cup is made with all white meat from chicken raised without antibiotics and is dairy free,• Heat this Panera soup in the microwave on high for three to four minutes, or cook on the stove top to 165 degrees F,• Bakery-cafe inspired Panera Chicken Tortilla Soup cup that’s easy to enjoy at your convenience","Water, Black Beans, White Meat Chicken Raised Without Antibiotics, Fire-roasted Tomatoes, Roasted Corn, Onions, Corn, Tomato Juice, Roasted Green Chiles, Tortilla Chips (corn Flour, Sunflower Oil, Salt), Contains 2% Or Less Of: Roasted Poblano Peppers, Lime Juice, White Corn Masa, Garlic, Cilantro, Corn Starch, Salt, Sugar, Chili Peppers, Potato Flour, Dehydrated Onions, Chicken Broth & Chicken, Yeast Extract, Extractives Of Paprika And Turmeric, Dehydrated Garlic, Natural Lime Flavor, Citric Acid, Nisin Preparation, Coriander And Cumin","Heating Instructions: Stove Top: Remove lid & film. Pour soup into sauce pan. Heat thoroughly (165 degrees F). Do not boil. Microwave: Remove lid & film. Place cup on microwave-safe plate, cover loosely. Heat on high 3-4 minutes (times may vary) until hot (165 degrees F). Stir halfway through. Let stand 1 minute in microwave. Carefully remove by the plate. Caution! Soup & container will be very hot.,Keep refrigerated.",Caution: soup will be hot.,Gluten Free,,
Bob Evans Farms Sour Cream & Chives Mashed Potatoes,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b20448b3-e2d5-4ad9-9919-9f4b28fea983.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_258a5393-f1cf-4b31-9544-1b6710ca4f15.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c806e473-2428-49ef-89ec-cd9a1385a646.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4f893d29-c513-4d87-a014-4a3e71933942.png 4x","Ding! That means it’s dinner time! With delicious Bob Evans® Sour Cream & Chive Mashed Potatoes, you’ll be ready in no time to put creamy comfort on the table. Ready in just a handful of minutes, they’re the no-fuss way to share great taste. Simply add a main, and your meal is complete! You can rest assured you’re sharing the very best with your family because Bob Evans Mashed Potatoes are made with real sour cream, chives, milk, butter and potatoes. Try our rich, creamy mashed potatoes as a side for an easy heat and eat meal or make a get-together a bit easier by taking one must-make side off the list.,After all, the second you warm them up, they’re homemade. Try them with Bob Evans Macaroni and Cheese or other delicious sides and put together a spread of tasty faves without all the stress. Whether you’re gathering around a dining table or a coffee table (which is a perfectly fine place to eat dinner), Bob Evans knows how to make meals delicious. When you need comfort, Bring Out The BobTM.,• Bob Evans Mashed Potatoes are made with real sour cream, chives, milk, butter and potatoes,• Go from microwave to mealtime in just a handful of minutes,• Perfect for heat and eat meals or bigger get-togethers,• Homemade flavor without the fuss,• Get rich, creamy and delicious mashed potatoes every time","Potatoes, Milk, Butter (cream, Salt), Margarine (soybean Oil, Water, Salt, Whey Solids, Hydrogenated Cottonseed Oil, Vegetable Mono And Diglycerides, Soy Lecithin, Sodium Benzoate [preservative], Citric Acid, Artificial Flavor, Vitamin A Palmitate, Diacetyl Tartaric Acid Of Ester Of Mono And Diglycerides, Calcium Silicate [anticaking Agent]), Sour Cream (cultured Cream, Skim Milk, Modified Food Corn Starch, Whey Powder, Guar Gum, Locust Bean Gum, Sodium Citrate, Potassium Sorbate [preservative], Carrageenan), Water, Contains Less Than 2% Of The Following: Salt, Preservative (artificial Color, Potassium Sorbate, And Soybean Oil), Natural Flavor, Chives, Sodium Acid Pyrophosphate.","Cooking Instructions: Microwave (Time and temperature settings may vary due to differences in your particular stove or microwave. Always cook this product to 160 degrees F prior to serving): 1. Remove board overwrap. 2. Peel back corner or cut a small slit in film to vent. 3. Microwave on high power for 3 minutes. 4. Carefully remove from microwave, pull back film, and stir. 5. Continue heating for an additional 2 to 3 minutes and stir. 6. Let stand for 2 minutes prior to serving. Stove Top (Time and temperature settings may vary due to differences in your particular stove or microwave. Always cook this product to 160 degrees F prior to serving): 1. Remove board overwrap and film. 2. Empty contents of tray into sauce pan. 3. Place on stove top over medium heat. 4. Heat and stir until hot. 5. Carefully remove from cooktop and serve.,Keep refrigerated.","Contains: milk, soy.",,,
Bitchin' Sauce Chipotle Almond Dip,,$6.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4bc15f07-3ca8-4b05-aaea-18b47db17011.png 4x,"The Crowd Pleaser. Southwest delight with a heat that’s just right. Bold and Smoky.,But what exactly is Bitchin’ Sauce? Only the most-Bitchin’-ly creamy & savory almond-based condiment you ever could DIP, SPREAD, or SMOTHER all over your favorite foods!,DIP it with chips & snacks like the salsa, guacamole, or party-time showstopper ya didn’t know ya needed! The Belle of the Bitchin’ Ball!,SPREAD it on your favorite lunchtime wrap, burger, or sandwich. It’s like hummus, but with superpowers (and no chickpeas).,SMOTHER it like a non dairy ranch or sour cream over grilled proteins, rice bowls, or any weeknight meal in need of a Bitchin’ Flavor Boost.,Healthy, natural, and plant-based, each Bitchin’ Sauce flavor is a simple blend of Almonds, real herbs & spices- and not much else! It’s the perfect +1 for every saucy BBQ, party, or cookout. Whether you chip and dip it, spread it, or smother it - Bitchin’ Sauce will take your eatin’ too saucy to new heights. Join the Bitchin’ Addiction today!,Vegan, Gluten-Free, Project Non-GMO Certified, Kosher Certified & Totally Bitchin'!","Water, Grapeseed Oil, Almonds, Lemon Juice, Soy Sauce (water, Soybeans, Salt), Nutritional Yeast, Garlic, Chipotles, Vinegar, Tomato, Smoked Paprika And Other Spices, Sea Salt, Onion Powder","Perishable. Keep refrigerated.,Best by date on bottom of tub.","Contains: almonds (tree nuts), soy.",Gluten Free,,
Buddig Honey Ham,,$1.29, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_92275f39-02ee-4604-98b9-8b41060e6713.jpeg 4x,"Great for snacking recipes or sandwiches. Smoked, chopped, pressed. As a family-owned company for over 75 years, we take special pride in helping you turn everyday moments into new family traditions. Carl Buddig and Company - Family owned since 1943. Join the Budding Lunch Club.,• Gluten Free,• No MSG,• Deli honey ham sliced meat is great on a ham sandwich, in low carb wraps, chopped on salads for lunches or on its own for easy snacking,• Gluten free sliced honey ham lunchmeat with 9 grams of protein and 90 calories per serving for satisfying and flavorful meals and low carb snacks,• Try all Buddig 2 oz single serve lunch meats to find your favorite; keep ham sandwich meat refrigerated,• Carl Buddig and Company - Family owned since 1943","Ham, Water, Honey, Salt. Less Than 2% Of: Potassium Lactate, Dextrose, Sodium Phosphate, Sodium Diacetate, Sodium Erythorbate, Carrageenan, Sodium Nitrite, Natural Flavoring.","Keep refrigerated.,Use within 7 days after opening.",Keep Refrigerated,Gluten Free,,
Applegate Genoa Salami,,$8.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8c0f464e-48e3-4913-abab-8ebd57ca03db.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_05922b29-3738-4c46-bd99-ad55cf7f3616.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1349ed87-0865-49bc-a80c-63da7debd441.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a21e88a6-5748-4d2f-982f-c442c1a75ad4.png 4x","Applegate Natural Uncured Genoa Salami comes from our traditional Italian recipe. Rich in flavor and a hint of garlic, it's ready for your sandwich. Or charcuterie. Or to eat plain. You pick. We source from farms, where animals are raised with care and respect. We believe this leads to great tasting products and peace of mind-- all part of our mission. Changing The Meat We Eat.,Gluten & casein free. Naturals (minimally processed, no artificial ingredients). No antibiotics ever (pork never administered antibiotics or animal by-products). Applegate humanely raised (pork raised with no crates ever on family farms on vegetarian feed and no ractopamine). No nitrates or nitrites added except those naturally occurring in sea salt and swiss chard powder. U.S. inspected and Passed by Department of Agriculture.,• Applegate, Natural Uncured Genoa Salami Sliced, 4oz,• No Antibiotics or Added Hormones,• No Chemical Nitrites or Nitrates,• No Artificial or GMO Ingredients,• Humanely Raised,• Gluten Free,• Dairy Free,• Casein Free","Pork**, Sea Salt, Dextrose, Contains Less Than 2% Of The Following: Spices, Garlic Powder, Wine, Swiss Chard Powder, Lactic Acid Starter Culture (not From Milk), **pork Never Administered Antibiotics Or Fed Animal By-products","Keep refrigerated for best quality.,Best within 7 days of opening.",,Gluten Free,,
"Hormel Party Tray, Honey Ham & Turkey",$19.59,$22.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0394c615-b0d6-4420-9bb7-632f11b5aa6d.jpeg 4x,"From family game night to movie night to a backyard BBQ, HORMEL GATHERINGS Party Trays are your entertaining go-to. Includes 1, 28-ounce HORMEL GATHERINGS Party Tray with crowd-favorite deli meats, honey ham and smoked turkey, paired with colby-jack and cheddar cheese and crackers. All ready for you to grab ‘n go! Whether you are hosting for the holidays, heading out camping with friends, or packing a picnic, HORMEL GATHERINGS Party Trays are perfect for any get-together, big or small. This party tray requires no serving platter (it comes with one) and requires no prep, so you can serve without fuss, or on-the-run. Soccer snack duty? Solved. Office party? Easy peasy. Hosting game day? Done. HORMEL GATHERINGS Party Trays deliver the savory satisfaction of a meat and cheese board without all the work. HORMEL GATHERINGS Party Trays — Already Ready. All trademarks, logos and images are owned by Hormel Foods Corporation, its subsidiaries and affiliates. Copyright Hormel Foods, LLC.,• Ready-to-eat, ready-to-go deli meat and cheese party tray,• Includes slices of honey ham, smoked turkey, cheddar and colby-jack cheese and crackers, individually wrapped for freshness,• Your snack-time solution with a ready-to-serve tray,• Convenient serving solution for family game night, kids' parties, holidays, picnics, office events and more,• Contains 1, 28-ounce HORMEL GATHERINGS Honey Ham and Turkey Party Tray","Hormel® Smoked Turkey - Turkey Breast, Turkey Broth, Salt, Sugar, Modified Food Starch, Sodium Phosphate, Sodium Ascorbate, Sodium Nitrite, Natural Flavoring,hormel® Honey Ham Water Added - Cured With Water, Honey, Salt, Dehydrated Pork Stock [dehydrated Pork Stock, Natural Flavors], Dextrose, Sodium Phosphates, Sodium Erythorbate, Sodium Nitrite,mild Cheddar Cheese - Cheddar Cheese [pasteurized Milk, Cheese Culture, Salt, Enzymes, Annatto {vegetable Color}], Potato Starch And Powered Cellulose [to Prevent Caking], Natamycin [mold Inhibitor],colby Jack Cheese - Colby-jack Cheese [pasteurized Milk, Cheese Culture, Salt, Enzymes, Annatto (vegetable Color}], Potato Starch [to Prevent Caking], Powdered Cellulose [to Prevent Caking], Natamycin [mold Inhibitor],crackers - Enriched Flour [wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid], Vegetable Oil [soybean Oil, Tbhq {preservative}, Citric Acid {preservative}], Vegetable Shortening [canola Oil, Fractionated Palm Oil, Tbhq {preservative}, Citric Acid {preservative}], Sugar, Salt, Contains Less Than 2% Of Each Of The Following: High Fructose Corn Syrup, Ammonium Bicarbonate, Monocalcium Phosphate, Baking Soda, Soy Lecithin, Artificial Flavor, Acacia [gum Arabic], Papain, Enzymes",Keep refrigerated.,",contains: milk, soy, wheat",,,
Hillshire Farm All Natural Uncured Pepperoni with Natural White Cheddar Cheese,,$5.39," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2126eced-1127-4ff7-85c6-a9ff1e4302ae.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0103f8ac-dea0-4268-a201-b3783f729f7f.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_be451aef-5578-4e63-92c9-62e4d1102f4b.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5193dfbd-34f2-43eb-b70e-905d493eba4b.jpg 4x","Tender pieces of all natural,* uncured pepperoni, white cheddar cheese slices and toasted rounds come together in this Hillshire Snacking Small Plate. Perfectly portioned for snacking on the go, these pepperoni and cheese snacks have 16 grams of protein in each serving. This single serve pack is the perfect size for tossing in your lunchbox. *Minimally processed, no artificial ingredients, One 2.76 oz Small Plates, All Natural* Uncured Pepperoni Deli Lunch Meat with Natural* White Cheddar Cheese, Features all natural, minimally processed pepperoni, toasted bread rounds and white cheddar, Chef-inspired ingredients and flavors for an elevated snacking experience, Excellent source of protein - 16 grams per serving, Ready-to-eat straight from the refrigerator, Single serving for the perfect snack","Pork, Salt, Contains 2% Or Less Of: Dextrose, Spices, Celery Powder, Extractives Of Paprika, Natural Flavor, Sea Salt, Garlic Powder, Lactic Acid Starter Culture",Unspecified: Not Applicable.,Contains: wheat. Contains: milk.,,,
Land O’Frost DeliShaved Oven Roasted Turkey,$4.09,$4.89," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1bb97c77-2b90-463f-a716-afe59203d479.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c9173c3e-854b-4a52-96f8-463cdcef651f.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_42027097-4a3a-4af0-ae37-c441957950f9.png 4x","Classic family pleaser that tastes great on a loaded sandwich or even by itself!,• Great taste, excellent value,• Gluten-free,• 10 grams of protein per 9 slice serving,• Fully cooked and ready to eat,• Perfect for sandwiches, lunches, quick meals, and more!","White Turkey, Mechanically Separated Turkey, Water, Salt. Less Than 2% Of Potassium Chloride, Flavorings, Turkey Stock, Turkey Flavor, Dextrose, Maltodextrin, Isolated Soy Protein, Autolyzed Yeast Extract, Sodium Erythorbate, Sodium Phosphates, Sodium Nitrite.","Keep refrigerated,To open, tear at perforation.,For best quality, purchase and use by date shown. Once opened, use within 7 days.",Contains: soy,Gluten Free,,
VELVEETA Cheesy Ultimate Cheeseburger Mac with Savory Cheese Sauce Microwavable Meal,,$4.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f64dd2c7-3276-4c0c-a2b1-4aaa5a025bcc.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ac52be1d-5d28-4305-89f5-f27ab65c1999.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4233cdf1-c8bd-49df-94b6-720e3c07bade.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1abbe4ac-e03d-49e8-a2e5-0d97c3332cda.jpg 4x","Mac and relax! Live life to the creamiest with Velveeta Cheesy Bowls Ultimate Cheeseburger Mac Microwave Meal. When your drip is as smooth as ours, you don’t waste time when it comes to delicious indulgence. For instant cheesy gratification, our cheeseburger mac and cheese hits the mark, with iconic, velvety meltability and tender elbow macaroni pasta that grips the drip like no other. With hearty seasoned ground beef, our epic macaroni and cheese dish celebrates everyday decadence. Velveeta’s supremely creamy texture and rich, savory taste satisfy your cravings any day of the week. Sometimes unnecessary is necessary, so kick back, relax and embrace the flavor. Whether it’s in the form of a snack, side dish or entree, preparing our luxuriously convenient Velveeta cheeseburger mac is a breeze. Partially peel back the tray’s top film to vent, microwave on high for 60 seconds, stir in the included packet of liquid gold cheese sauce and enjoy, unapologetically. Each single-serve bowl contains 16 grams of protein. That’s La Dolce Velveeta!,• One 9 oz box of Velveeta Cheesy Bowls Ultimate Cheeseburger Mac Microwave Meal,• Velveeta Cheeseburger Mac includes elbow pasta and a creamy cheese sauce featuring savory beef,• Satisfy your cravings with unrestrained pleasure,• Unapologetically go all-in for the cheesy, melty goodness you love best,• To prepare, remove cheese pouch, partially peel back film from top of tray, microwave on high for one minute and stir in cheese sauce with beef,• Velveeta Cheeseburger Mac includes elbow pasta and a creamy cheese sauce featuring savory beef,• Our single-serving mac and cheese bowl is ready in just 60 seconds,• To prepare, remove cheese pouch, partially peel back film from top of tray, microwave on high for one minute and stir in cheese sauce with beef,• SNAP & EBT eligible food item","Cooked Enriched Pasta (water, Durum Wheat Semolina, Wheat Protein Isolate, Propylene Glycol Alginate, Calcium Lactate, Niacin, Ferrous Sulfate (iron), Thiamin Mononitrate [vitamin B1], Riboflavin [vitamin B2], Folic Acid); Cheese Sauce (whey, Cheddar Cheese [milk, Cheese Culture, Salt, Enzymes), Canola Oil, Whey Protein Concentrate, Milk Protein Concentrate, Milk, Sodium Phosphate, Contains Less Than 2% Of Salt, Lactic Acid, Sodium Alginate, Sorbic Acid As A Preservative, Milkfat, Oleoresin Paprika [color], Cheese Culture, Annatto Extract [color], Natural Flavor, Enzymes); Fully Cooked Seasoned Beef Crumble (beef, Water, Salt, Natural Flavors); Water, Contains Less Than 2% Of Modified Food Starch, Flavorings, Whey, Sunflower Oil, Milk, Hydrolyzed Corn Protein, Whey Protein Concentrate, Tomatoes*, Maltodextrin, Salt, Lactose, Spice (contains Mustard), Sodium Phosphates, Sodium Diacetate, Sugar, Natural Flavor, Buttermilk*, Butter (cream, Salt), Yellow 5 Lake, Lactic Acid, Beef Stock, Ancho Peppers*, Yellow 6 Lake, Yeast Extract, Hydrolyzed Soy Protein, Hydrolyzed Wheat Gluten, Disodium Inosinate And Disodium Guanylate, Citric Acid, Cheese Culture, Caramel Color, Thiamin Hydrochloride, Beef Fat, Enzymes, Yellow 5, Succinic Acid, Soy Sauce* (soybeans, Wheat, Salt), Yellow 6.","Refrigerate After Opening.,Once Opened, Consume Within 5 Days.,Microwave Directions:,1. Remove Cheese Pouch. Partially Peel Back Film From Top Of Tray.,2. Microwave On High 1 Min.,Caution: Tray And Contents Will Be Very Hot!,3. Stir In Cheese Sauce.,Do Not Leave Microwave Unattended. Do Not Reuse Tray.","Contains: wheat, milk, soy.",,,
Columbus Charcuterie Trio,$14.99,$15.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7d787e9b-3b28-4f6b-a67c-a6e2ad694c95.png 4x,"Serve the incredible tasting, slow cured salami from COLUMBUS Craft Meats during family gatherings or while entertaining friends. Our fan-favorite trio pack features three of our top selling salami flavors: Italian Dry, Peppered and Calabrese. Every 1 oz serving contains 6g of protein plus no artificial colors or flavors and no added MSG. Our salami’s authentic flavor comes through in every bite and is made from quality pork. Great for charcuterie boards to impress your guests or simply enjoy COLUMBUS salami with your favorite cheese & crackers for an elevated snacking experience. Try it in antipasto, chopped in a salad or piled on a sandwich. Enjoy with a glass of pinot noir, pilsner or pale ale. However you serve it, COLUMBUS Salami makes the moment. Includes one 12 oz plastic tray of refrigerated COLUMBUS Salami Trio Charcuterie Meat. All trademarks, logos and images are owned by Hormel Foods Corporation, its subsidiaries and affiliates. Copyright Columbus Manufacturing, Inc.","Pork, Salt, Non Fat Dry Milk, Sugar, Corn Syrup, Spices, Wine, Garlic, Lactic Acid Starter Culture, Sodium Nitrite. Sodium Nitrate.","Refrigerate after opening.,Easy open. Lift here.","Contains: milk,contains: milk",Gluten Free,,
"Kaukauna Spreadable Cheese, Port Wine",,$6.89," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_51c8b003-ed0f-4209-86f4-5a9920bfc889.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_000d181f-6b9c-40a8-b16a-947a0e4702c2.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_102e2684-1b04-4ac4-bfb4-f85a81594ae7.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_25d033fc-2db7-408b-9aa1-25ea0f55db1a.png 4x","Kaukauna Port Wine Spreadable Cheese is made from quality, aged cheddar cheese, delivering a delicious combination of hearty, robust flavor and velvety texture in a 6.5 ounce resealable cup. Originally created over 100 years ago for Wisconsin Supper Clubs, enjoy Kaukauna today as an easy appetizer, party dip, or even as a snack with crackers. With other flavors to choose from like Sharp Cheddar, Smoky Cheddar, and Extra Sharp, Kaukauna is ideal for any entertaining or snacking occasion!","Cheddar Cheese (pasteurized Milk, Cultures, Salt, Enzymes), Water, Reduced Lactose Whey, Deproteinized Whey, Butter (cream, Salt), Red Port Wine, Less Than 2% Of Each: Colors (carmine, Red No. 40, Blue No. 2, Carotenal), Sorbic Acid (preservative), Xanthan Gum",Keep refrigerated.,Contains milk,,,
